region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Owned_outright_Total,Owned_with_a_mortgage_Total,Total_Persons_Persons
7101201,32,2118,505,178,1454,1.4,1312,2.1,34,15,535
7101203,35,2342,521,54,1643,1.5,1437,3.7,19,7,244
7101204,26,0,908,188,1750,1,1704,2.9,0,0,827
7101205,41,4333,1051,521,3281,1.1,3250,3.7,22,27,213
7101301,25,2500,535,400,2403,1.2,1928,2.8,33,32,532
7101302,35,2167,1040,380,2264,1.1,1877,2.3,63,69,597
7101303,37,2600,951,500,2349,1.1,2265,2.9,55,49,434
7101304,35,2091,789,450,2024,1.1,1960,3.3,47,64,551
7101305,35,2253,745,351,1750,1.3,1613,2.9,30,50,516
7101306,32,1842,722,500,2399,1.1,2583,3.7,34,43,409
7101307,35,0,162,0,0,1,900,1.4,0,0,12
7101601,33,2300,513,100,1172,1.2,766,2.1,22,30,563
7101602,29,2210,938,450,1847,1.2,1791,2.3,15,69,536
7101603,37,1950,813,300,1758,1.2,1319,1.9,43,72,757
7101604,46,2500,763,111,1882,1.1,1515,2.4,26,48,461
7101605,32,1729,879,328,1476,1.3,1519,2.2,30,66,481
7101606,21,0,253,60,633,1.5,900,4.1,0,0,47
7101801,36,1909,855,490,1669,1.1,1783,2.9,40,79,537
7101802,35,2340,827,340,1970,1,1837,3,43,75,484
7101803,29,2300,873,350,2250,1.1,1933,2.9,28,47,375
7101804,33,2167,855,400,1671,1.1,1762,3,34,62,422
7101901,32,2167,866,380,1856,1.2,1822,2.8,37,84,612
7101902,32,1950,789,450,2125,1.2,1916,3,19,74,452
7101903,29,1625,712,180,1591,1.2,1705,3.5,33,63,552
7101904,30,2094,832,350,1722,1.3,1454,2.9,17,59,483
7101905,29,2167,663,164,1305,1.3,1196,2.7,16,36,357
7101906,35,2427,725,117,1983,1.2,1363,2.7,24,66,500
7101907,32,1733,757,360,1603,1.3,1312,2.5,21,47,347
7101908,32,2167,718,375,1874,1.2,1903,3.1,30,63,476
7101909,30,2000,669,310,2055,1.1,1763,3.2,33,78,605
7101910,28,2087,666,310,1636,1.3,1571,3.4,18,63,457
7102001,34,2167,884,470,2261,1.2,2094,3.3,42,88,704
7102002,35,2400,880,468,2181,1.1,2054,2.9,53,77,725
7102003,34,1733,966,450,2291,1.1,2139,2.9,43,89,642
7102004,31,1517,895,350,1723,1.2,1572,2.2,34,63,434
7102005,34,2442,1045,478,2279,1.1,2184,3.1,23,48,438
7102006,33,1950,857,450,2355,1.1,2374,3.4,59,65,629
7102007,36,2167,954,500,2282,1.1,2256,3.2,77,57,651
7102008,35,1450,843,380,1603,1.2,1315,1.8,24,73,470
7102101,28,4200,1018,250,2504,1.1,2504,3.3,12,55,943
7102103,58,823,572,195,1042,1.5,735,1.7,54,0,139
7102104,27,3467,1108,250,2384,1.1,2542,3.4,4,82,984
7102201,44,2348,1087,425,2324,1.1,2187,2.7,34,45,325
7102202,46,2167,944,350,2062,1.3,1705,2.2,117,78,662
7102203,33,1950,752,300,1779,1.2,1666,3.1,28,55,443
7102204,33,1842,825,200,2139,1.2,1750,3,24,65,477
7102205,32,1517,840,197,1845,1.6,2094,3.5,18,31,407
7102206,30,2500,816,150,1865,1.2,1930,3.2,19,65,428
7102207,55,0,383,0,100,1,2250,1.4,6,0,13
7102208,40,0,733,0,1750,1,2750,4.8,6,0,16
7102209,35,1718,921,371,1937,1.2,1759,2.2,31,57,426
7102210,33,2005,1035,310,2687,1.1,2386,3.3,26,60,404
7102211,35,1083,411,118,988,1.2,728,2,15,31,370
7102212,31,1625,805,300,1238,1.2,1631,2.8,25,50,447
7102213,32,1830,682,400,1750,1.2,1577,3.2,7,34,330
7102301,31,1950,913,360,1670,1.2,1557,2,18,66,523
7102302,35,2167,907,340,1962,1.2,1574,2.4,62,90,684
7102303,41,1733,738,300,2038,1.2,1271,2.7,32,36,298
7102304,36,1690,845,325,1937,1.2,1437,2.6,27,47,366
7102305,37,1875,733,400,1577,1.1,1639,2.9,47,73,588
7102401,37,2167,762,300,1708,1.1,1666,2.9,37,49,417
7102402,34,2128,873,320,1974,1.2,1768,2.9,33,68,492
7102403,36,1668,958,500,1868,1.1,2222,2.8,37,55,354
7102404,31,2383,863,211,2023,1.2,1799,3,18,48,314
7102405,29,1559,690,300,1416,1.4,1433,2.9,22,30,455
7102501,39,1975,839,350,1770,1.4,1730,3,32,24,288
7102502,37,2600,885,386,1824,1.1,2181,2.7,41,48,398
7102503,40,2100,1197,400,2386,1.2,1609,2.1,17,28,257
7102504,33,1854,885,350,2250,1.4,1883,2.8,21,33,406
7102505,36,1733,994,330,2092,1.3,1656,2.1,50,52,694
7102506,37,1800,961,320,1988,1.2,1615,2.4,36,45,447
7102507,35,2500,964,320,2071,1.2,1921,2.3,37,52,446
7102508,37,1733,671,325,1562,1.2,966,1.9,7,23,356
7102509,41,2383,957,420,2583,1.1,1899,2.8,41,42,358
7102601,37,2000,872,410,2175,1.1,1928,2.9,41,63,557
7102603,35,1859,1037,360,2008,1.2,1597,2,42,40,845
7102604,40,1300,847,369,1750,1.2,1426,2.4,35,44,463
7102605,34,1950,977,400,2289,1.1,2189,2.9,51,84,632
7102606,33,2035,904,370,1856,1.2,1716,2.3,41,73,767
7102701,37,2167,841,440,1803,1.1,1916,2.8,29,58,472
7102702,66,2557,494,174,1650,1,808,2,46,35,432
7102703,33,1744,904,450,2374,1.1,1922,3.2,33,41,381
7102704,35,2708,831,430,1965,1.1,2045,2.9,44,85,616
7102705,36,1950,1031,350,2119,1.2,1560,2.3,24,59,478
7102706,33,0,1174,195,2750,1.2,1785,1.8,0,0,133
7102801,34,1675,711,400,1609,1.2,1799,3.1,42,49,514
7102802,34,2600,803,450,2059,1.2,2103,3.2,20,69,459
7102803,32,2275,774,320,1941,1.1,1821,3.1,35,75,512
7102804,31,1932,707,310,1508,1.3,1516,2.9,34,46,621
7102901,37,1733,772,135,2208,1.1,1716,2.7,48,67,579
7102902,37,2242,909,445,2250,1.2,2232,3.1,17,51,349
7102903,36,1820,762,530,2116,1.1,1925,3,48,59,463
7102904,37,2167,841,395,1666,1.1,1750,3.1,34,51,385
7103001,33,1842,857,270,2042,1.1,1819,3.3,26,49,439
7103002,32,2267,882,440,1841,1.1,1928,2.9,22,52,390
7103003,30,2080,922,410,2181,1,1777,2.9,11,51,409
7103004,38,1559,888,450,2015,1.1,2250,2.8,30,69,479
7103005,37,1600,1022,480,2271,1.1,2125,2.7,24,72,446
7103006,37,1700,695,260,1957,1.1,1750,3.2,10,27,204
7103007,40,2200,954,485,2291,1.1,2160,2.7,28,47,254
7103101,36,2300,1076,550,2410,1.3,2382,3.2,19,59,502
7103102,30,0,250,55,700,3,1406,4.9,0,0,81
7103103,45,1950,684,230,1542,1.3,1010,2.2,44,15,196
7103104,40,2000,846,187,2042,1.2,1583,2.7,30,36,319
7103105,42,1814,772,180,1647,1.2,1343,2.4,62,50,407
7103106,41,1896,889,450,2241,1.1,2294,2.9,56,105,612
7103109,40,2167,836,115,2289,1.3,2184,3.3,37,61,401
7103110,38,2158,823,357,1890,1.2,1678,2.9,27,36,294
7103111,45,1767,969,475,2250,1.1,1359,2.4,27,27,242
7103112,42,2167,803,270,2374,1.2,2104,2.8,43,44,379
7103201,40,1733,854,110,2203,1.2,1874,2.8,39,54,367
7103202,38,2383,833,320,1962,1.2,1653,2.7,42,87,505
7103203,33,2300,923,450,2135,1.2,2009,3.1,32,148,744
7103204,33,2300,966,425,2102,1.2,2014,2.9,59,246,1128
7103205,38,2334,803,500,2140,1.3,2022,3.3,28,69,436
7103206,34,2383,740,240,2011,1.3,1375,2.5,44,91,569
7103207,39,2167,770,250,2042,1.3,1963,2.9,33,85,418
7103208,41,2167,970,0,2091,1.2,1963,2.7,20,77,309
7103209,38,2000,797,450,1625,1.2,1462,2.8,43,83,495
7103210,34,2600,1141,250,2403,1.1,2379,3.1,22,109,555
7103211,38,1850,910,400,2107,1.1,1666,2.8,69,112,715
7103212,39,2525,1018,320,2293,1.3,2250,3.2,38,78,549
7103213,36,2147,790,400,2194,1.3,1882,2.9,39,69,408
7103214,37,2167,730,300,1966,1.3,1750,2.8,50,105,608
7103301,60,0,250,0,941,1.5,841,2.3,4,0,18
7103401,43,1733,775,350,1826,1.2,1514,2.7,43,54,415
7103402,45,1950,690,430,1666,1.2,1684,2.8,43,59,393
7103403,36,2058,1100,320,2349,1.1,2307,3.3,25,62,396
7103404,41,2025,860,310,2125,1.2,1835,2.8,78,82,622
7103405,39,2197,768,300,2150,1.2,1544,2.7,41,40,345
7103406,42,2383,836,350,2012,1.2,1446,2.6,91,92,679
7103502,45,1950,700,0,1666,1.4,1102,2.5,35,36,255
7103503,37,1733,756,120,1620,1.3,1353,2.6,67,102,735
7103504,38,1712,649,340,1619,1.4,1142,2.6,70,88,693
7103505,37,2059,761,100,1930,1.4,1750,2.9,44,89,563
7103506,35,2383,693,275,1968,1.3,1470,2.9,44,104,637
7103507,37,2383,711,275,2018,1.4,1454,2.8,31,60,528
7103508,38,1500,650,100,1428,1.3,1208,2.7,20,24,230
7103601,27,1788,902,360,1730,1.3,1485,2.4,11,99,641
7103602,27,2000,897,385,2050,1.1,1818,2.5,15,58,351
7103603,30,1725,971,380,1953,1.1,1808,2.6,16,91,526
7103604,29,2232,957,420,2046,1.1,2007,2.9,10,125,682
7103605,31,2500,1011,450,2277,1.1,2137,2.8,6,72,368
7103606,29,2167,894,440,1750,1.1,1530,2.7,14,115,624
7103701,30,2000,933,340,1920,1.1,1641,2.5,19,69,620
7103702,29,1894,836,350,1702,1.2,1700,2.7,22,77,697
7103703,28,2032,774,400,1588,1.2,1625,3.1,18,63,495
7103704,27,2275,910,265,2131,1.2,2076,3.2,11,69,418
7103705,26,1733,837,270,1785,1.2,1840,3.2,11,59,449
7103706,26,1929,1034,420,2349,1.1,2203,3.1,10,37,277
7103801,34,2600,1150,440,2722,1.1,2629,3.3,43,123,716
7103802,28,2643,1068,300,2152,1.1,2137,2.9,18,58,671
7103803,28,2167,1080,420,2286,1.1,2185,3,18,77,646
7103804,26,1889,964,210,1892,1.1,2011,3,13,33,473
7103805,30,2600,1085,550,2693,1,2708,3.1,11,64,462
7103806,27,1973,1004,210,2111,1.1,2117,3.2,0,17,230
7103807,31,0,850,200,1325,1.4,1020,1.6,12,5,74
7103808,43,0,306,0,733,1.6,433,1.4,0,0,22
7103809,28,3467,1025,210,2352,1,2352,3.1,12,34,371
7103901,34,1560,645,200,1562,1.2,1087,2,9,58,390
7103902,28,2079,442,115,612,1.2,729,2.7,3,28,356
7103903,32,1842,548,83,1485,1.2,954,2.6,7,57,447
7103904,30,1972,761,272,1267,1.1,1214,2.3,13,52,500
7103905,31,2300,829,350,1899,1.1,1657,2.5,33,64,579
7103906,30,2167,942,320,1760,1.1,1562,2.7,23,79,456
7103907,30,2167,738,390,1760,1.2,1540,2.9,23,90,588
7104001,26,1847,507,140,1239,1.2,811,2.5,13,31,422
7104002,24,1880,541,200,1192,1.3,1163,3.1,5,38,400
7104003,30,1866,821,291,1722,1.1,1449,2.8,16,98,657
7104004,30,2000,907,340,1718,1.1,1548,2.8,10,84,483
7104005,29,1800,672,245,1514,1.2,1328,3,10,66,543
7104006,28,1753,837,300,1715,1.2,1780,3,16,94,688
7104101,28,1900,1039,350,2178,1,2024,2.8,8,49,345
7104102,29,2600,979,400,2076,1,2250,2.9,15,68,523
7104103,28,2730,1057,510,2271,1.1,2194,3,26,218,1406
7104104,47,0,622,250,966,1.4,966,1.5,6,6,68
7104105,29,2400,1144,440,2583,1.1,2484,3,11,70,398
7104106,26,2526,1032,225,1859,1.1,2071,3,10,54,443
7104107,29,3033,1057,500,2181,1,2143,2.9,6,29,253
7104108,28,2709,1129,520,2725,1.1,2631,3.3,3,53,489
7104109,29,1668,1015,213,2343,1,1656,2.6,7,18,186
7104201,28,0,1375,0,0,5,0,3,0,0,8
7104301,28,2600,992,433,2200,1.1,1762,2.9,18,51,395
7104302,34,2383,915,400,2119,1.1,2009,2.9,16,57,449
7104303,24,2400,936,212,1666,1.3,2125,3.2,3,36,238
7104304,25,2600,997,400,2218,1.1,2183,3.3,7,69,545
7104305,25,3000,1084,440,2311,1,2315,3,17,138,1149
7104306,26,2698,1052,430,2344,1.1,2234,3.2,15,104,971
7104401,31,1900,811,350,2023,1.2,1489,2.8,18,99,634
7104402,31,2000,886,420,1952,1.1,1840,3,20,101,658
7104403,26,2100,832,225,2026,1.1,1660,3.4,13,69,461
7104404,34,1517,846,360,1799,1.2,1596,2.8,12,33,210
7104405,39,2167,561,80,1291,1.1,880,2.6,7,30,363
7104406,28,2091,852,400,2112,1.1,1880,3,15,119,703
7104407,26,2383,878,325,1789,1.1,1695,2.8,12,51,389
7104501,43,0,475,74,1733,1,2250,3.3,0,0,33
7104502,33,2281,893,460,1934,1.1,1905,3.1,21,75,465
7104503,32,1950,915,288,2225,1.3,2119,2.9,21,61,402
7104504,35,1800,822,375,2067,1.1,1946,2.7,39,86,571
7104505,40,2167,881,370,1949,1.2,1542,2.5,67,66,506
7104506,26,0,281,180,724,3.1,1292,5.2,0,0,175
7104507,35,2314,1056,400,2059,1.1,1892,2.2,5,31,256
7104508,28,2000,841,300,1849,1.2,1613,2.8,17,49,340
7104509,31,1950,779,350,1678,1.2,1723,3.1,18,64,503
7104510,32,2435,475,200,1149,1.3,870,1.6,0,3,349
7104511,35,2135,911,350,1974,1.2,1803,2.7,37,48,390
7104512,33,1574,861,300,1650,1.2,1257,1.8,23,15,245
7104513,22,0,273,75,606,1.3,685,3.2,0,0,124
7104514,34,0,248,56,500,1.6,825,4,0,0,86
7104601,29,1839,864,330,1769,1.1,1750,2.8,7,65,398
7104602,34,1950,897,330,1764,1.1,1410,2.2,23,30,339
7104603,32,1800,1026,330,2250,1.1,1899,2.5,18,80,488
7104604,43,2167,1264,0,2687,1,2166,2.4,20,32,262
7104605,37,1800,1003,320,2125,1.1,1652,2.5,30,43,361
7104606,36,1653,983,300,2223,1.1,1768,2,24,49,411
7104607,33,0,220,20,433,5,174,2.7,0,0,21
7104608,34,1647,946,400,2134,1.2,1829,2.6,38,54,423
7104609,34,2080,769,350,1804,1.1,1713,2.8,29,76,483
7104610,32,1950,842,280,1722,1.1,1292,2.2,17,57,499
7104611,31,1454,831,325,1702,1.2,1341,2.2,14,63,405
7104612,30,1820,834,350,1824,1.2,1706,3,13,102,530
7104613,31,2200,1045,410,2303,1,2083,2.7,4,22,197
7104614,22,0,219,60,535,1.5,631,4.6,0,0,208
7104615,33,1517,958,320,1821,1,1968,2.8,9,32,208
7104702,25,0,241,90,833,1.4,733,4.1,0,0,91
7104703,35,2050,902,450,2080,1.1,2060,3,35,86,519
7104704,28,1907,863,380,1970,1.2,1786,2.9,9,72,444
7104705,32,1950,794,400,1849,1.2,1833,3.1,23,72,563
7104706,36,2000,844,150,2039,1.1,1484,2.7,31,80,536
7104707,36,2143,838,250,2125,1,1738,2.7,29,59,448
7104708,34,1832,922,300,2015,1.1,1714,2.5,32,90,601
7104709,32,1733,869,360,1942,1.2,1600,2.6,28,77,668
7104710,30,1800,852,320,1700,1.3,1463,2.6,10,75,636
7104802,31,1863,846,390,1954,1.2,1577,2.9,19,78,545
7104803,28,1842,786,220,1462,1.2,1409,2.9,12,87,747
7104804,36,1950,837,270,1933,1.2,1555,2.5,43,94,664
7104805,34,2253,900,211,2461,1.2,1984,2.9,13,67,410
7104806,32,2096,1057,420,2615,1.1,2289,2.8,31,68,478
7104807,31,1733,939,210,2128,1.1,1924,2.9,17,153,841
7104808,34,1950,853,320,2166,1.2,1769,2.9,16,44,334
7104809,31,2246,964,350,1988,1.2,1816,2.3,23,51,372
7104810,30,2708,965,450,2194,1.1,2250,3.2,11,45,280
7104811,36,1882,925,275,2579,1.1,2181,2.9,24,52,369
7104812,46,0,2000,400,0,1,2750,2,0,0,3
7104901,37,1800,761,300,1613,1.2,1208,2.2,11,29,295
7104902,30,2203,911,369,2187,1.3,1750,2.5,7,9,232
7104903,40,1300,1083,420,2725,1.1,2529,2.7,40,60,464
7104904,38,2253,1136,0,2874,1.1,2814,3,39,52,547
7104905,33,2116,1056,245,2588,1.1,1924,2,16,18,449
7104907,29,1733,994,415,2107,1.1,1727,2.2,18,52,361
7104908,31,1800,831,260,1700,1.2,1223,2.1,12,64,387
7104909,32,1144,773,295,1711,1.5,1449,2.1,10,21,416
7104910,37,1625,1032,400,2088,1.1,1739,2.3,42,55,491
7105001,36,0,666,90,840,1.3,1125,1.4,3,0,49
7105002,29,867,754,155,1629,1.4,1096,1.8,3,3,835
7105003,34,0,171,10,250,1.3,1037,3,3,0,296
7105004,26,0,142,35,209,1.5,357,3.7,0,0,295
7105005,22,0,253,0,650,2.6,1583,5.7,0,0,185
7105006,21,0,313,22,789,1.4,820,3.3,0,0,163
7105007,32,4009,680,15,1083,1.3,1066,3.3,9,6,266
7105008,32,0,1208,0,1833,1,2600,2.3,6,0,71
7105101,41,2665,978,495,2392,1.1,2471,3.2,33,74,433
7105103,49,2000,870,131,2028,1.2,1062,2.1,28,17,164
7105104,44,2167,676,250,2017,1.4,1489,2.8,45,54,476
7105105,38,3012,953,300,2517,1.2,2305,3.1,29,52,319
7105106,54,371,719,180,1350,1.4,942,1.8,76,19,514
7105107,31,0,217,51,625,1.5,744,3.8,0,0,182
7105108,37,0,206,75,350,1,500,2.4,0,0,42
7105109,14,0,189,80,3083,1.2,1468,2.4,4,0,174
7105201,29,0,317,25,900,1.4,1042,2.4,5,0,92
7105203,26,0,231,25,512,1.8,657,4.4,3,0,276
7105204,24,0,262,20,574,1.8,771,4.2,3,0,555
7105206,31,0,276,30,519,2,1271,4.6,0,0,201
7105207,23,0,248,40,687,2,1541,4.7,0,3,184
7105208,31,0,230,40,537,1.8,833,4.8,0,0,142
7105209,24,0,163,13,443,2.4,733,5.2,0,0,365
7105210,27,0,130,13,189,2,500,4.7,0,0,89
7105211,32,0,171,75,350,2,700,4.6,0,0,68
7105212,36,0,433,0,624,1,900,1.7,4,0,42
7105213,24,0,177,23,406,2.7,850,5.1,0,0,516
7105214,39,0,263,25,350,4,0,8,0,0,25
7105215,31,0,298,0,700,1.3,1555,3.9,8,3,202
7105216,28,0,371,30,885,1.4,890,3.1,19,0,419
7105301,39,0,2000,0,2583,1,2812,2.5,6,0,268
7105302,25,0,251,10,507,1.5,924,4.2,3,0,210
7105303,22,0,155,53,409,1.9,949,5,3,0,454
7105304,23,0,241,110,733,2,733,5,0,0,27
7105305,24,0,231,35,719,1.7,1174,4.5,0,0,418
7105306,23,0,215,110,660,2.4,1166,4.4,0,0,150
7105307,29,0,265,30,700,1.7,633,3.6,0,0,67
7105308,31,0,259,55,616,2,1224,4.6,0,0,156
7105310,21,0,244,38,633,3.5,700,3.9,0,0,79
7105312,25,1625,260,20,590,1.4,866,3.4,0,3,240
7105313,24,0,269,40,688,1.8,1238,4.4,0,0,624
7105314,23,0,155,30,411,1.9,900,4.8,0,0,236
7105401,26,0,266,25,675,1.5,1276,4.1,0,4,687
7105403,20,0,259,20,860,1.8,1274,5,0,0,221
7105404,28,0,219,20,545,1.7,700,4.2,0,0,207
7105405,23,0,263,20,694,1.8,987,4.2,0,0,251
7105406,38,0,690,20,1468,1.5,1208,2.5,4,0,124
7105407,22,0,260,20,633,2.1,1031,5.8,0,0,196
7105408,25,0,177,20,462,2,633,4.8,0,0,105
7105409,26,0,263,20,500,1.7,700,4.5,0,0,111
7105410,38,0,218,20,500,1.6,700,3.3,5,0,167
7105501,28,0,635,20,1042,1.1,683,3,9,3,157
7105502,32,0,728,20,1208,1.1,1069,2.8,7,0,282
7105503,28,6700,294,5,612,1.2,850,3.2,8,3,318
7105504,22,0,250,40,607,2,1112,4.8,0,0,535
7105505,20,0,236,40,559,2,941,5.3,0,0,216
7105506,19,0,247,44,522,2.3,569,4.5,3,0,207
7105507,23,0,262,60,608,1.6,1042,4.7,0,0,442
7105508,21,0,274,73,700,2.3,650,5.7,0,0,95
7105509,34,0,250,35,500,1.2,466,2.7,0,0,56
7105510,24,0,338,65,924,1.4,1078,3.9,5,0,348
7105601,44,600,822,130,1343,1.1,1181,2.1,35,31,283
7105602,34,1517,680,140,1375,1.3,1257,2.4,16,16,466
7105603,28,1636,697,140,1760,1.3,1586,3.1,16,48,615
7105604,34,867,790,105,1916,1.2,1647,2.8,22,38,532
7105605,24,0,270,119,719,2.9,1812,6.6,0,0,395
7105606,33,867,440,68,640,1.3,1149,2.8,0,12,220
7105607,37,0,225,0,433,2,433,6,0,0,25
7105608,25,0,192,98,500,2.5,700,6.8,0,0,127
7105609,47,1170,825,205,2062,1.2,2374,2.6,11,10,115
7105610,32,650,837,220,1583,1.4,1392,2.5,11,22,282
7105701,23,0,291,60,633,2,1125,8,0,0,61
7105702,28,0,286,80,744,1.9,1113,4.2,0,0,181
7105703,46,1787,848,175,1853,1.3,1352,2,55,75,368
7105704,43,1400,424,104,1042,1.3,833,2.4,32,17,237
7105705,32,108,1269,35,2625,1.1,2613,2.5,0,3,439
7105706,37,0,1413,42,2166,1.2,2333,2.5,0,0,174
7105707,33,0,1038,40,2250,1.2,2250,2.6,0,0,307
7105708,48,2000,384,0,827,1.2,591,1.9,114,36,553
7105709,39,1000,533,0,919,1.4,1023,2.4,49,69,497
7105710,44,1245,627,70,1339,1.2,871,1.8,23,19,336
7105711,45,1387,509,70,1031,1.3,878,2.3,86,58,538
7105712,32,0,874,45,1093,1.9,1018,4.1,3,0,205
7105713,36,0,555,78,959,1.5,1125,3.1,16,0,332
7105801,23,0,296,62,972,2,1176,4.5,0,0,454
7105802,18,0,214,30,374,2.5,900,6.8,0,0,96
7105803,37,1376,670,70,1591,1.3,1160,2.3,30,9,380
7105804,21,0,243,40,553,2,1180,5.4,0,0,378
7105805,21,0,279,67,719,1.5,931,3.9,0,0,189
7105806,24,0,164,30,533,1.4,500,2.1,0,0,63
7105807,37,0,585,0,1694,1.5,1125,2.2,13,3,171
7105808,44,0,861,0,1199,1.5,909,2.3,22,6,199
7105901,21,0,190,50,450,2,943,4.9,0,0,2111
7105902,21,0,146,40,350,1.6,556,5.2,3,0,188
7106001,19,0,225,25,457,1.8,549,2.2,0,3,86
7106002,16,0,433,0,1343,1.4,1545,3.5,3,0,146
7106003,26,705,243,40,571,1.6,792,4.3,6,6,1527
7106004,31,0,263,36,633,1.6,684,3.2,0,0,371
7106005,28,0,262,40,587,1.6,712,3.7,0,0,447
7106101,23,0,254,60,594,2.1,1540,5.4,0,0,1171
7106102,23,0,329,90,791,1.8,1416,4.9,0,0,309
7106103,24,0,282,50,928,2.3,1901,5.3,4,0,2292
7106104,23,0,288,40,985,2.4,1625,5.5,0,0,273
7106105,18,0,317,150,933,1.9,1583,5.9,0,0,57
7106106,24,0,284,120,582,2.6,1125,7.1,0,0,62
7106107,29,0,360,0,788,2,966,3.2,0,0,122
7106108,17,0,325,75,906,1.8,1619,5.6,0,0,423
7106201,34,0,296,90,739,1.6,1208,4.3,0,0,176
7106202,33,0,1468,70,3102,1.1,2644,2.5,0,0,403
7106203,25,0,270,75,668,1.8,1308,4.6,0,0,441
7106204,23,0,261,0,700,3,5000,8,0,0,17
7106205,22,0,309,75,968,2,1206,5.3,0,0,834
7106206,31,0,1694,80,3033,1.2,3105,3.5,0,0,282
7106207,36,390,1593,0,2849,1.4,2666,3,0,5,295
7106209,27,0,372,60,700,2.4,1375,5.3,0,0,123
7106301,25,0,247,53,711,2.5,1375,6.7,0,0,218
7106302,21,0,140,13,422,2.3,640,5.1,0,0,170
7106303,24,108,234,25,534,2.1,1483,6.2,0,4,874
7106304,23,0,298,20,724,2.2,1286,5.8,0,0,312
7106305,25,0,261,80,764,2,1583,5.8,0,0,1081
7106306,26,0,325,175,0,1,900,1,0,0,24
7106307,24,0,273,23,787,2,1874,5.3,6,0,2124
7106308,27,0,424,40,1177,1.8,1954,4.7,3,0,842
7106309,27,0,159,88,439,1.8,1138,5.6,0,0,833
7106310,17,0,223,30,516,3,1025,6.5,3,0,400
7106311,24,0,253,25,700,1.5,1107,4,3,0,155
7106312,26,0,279,50,733,2.2,1281,5.5,0,0,115
7106313,24,0,275,40,1031,2.4,1458,6.3,0,0,129
7106314,20,0,262,60,566,1.5,1156,5.5,0,0,71
7106315,29,0,263,30,574,3,549,8,0,0,114
7106317,33,0,374,23,1312,2,1166,4.5,0,0,27
7106402,38,2134,1072,70,2250,1.1,1904,2.5,11,8,456
7106403,34,0,1481,2,2792,1.1,2614,2.2,0,0,909
7106404,32,2189,1170,3,2725,1.2,2545,3.2,7,8,712
7106405,28,8,1162,3,2741,1.2,2576,3.3,3,4,636
7106406,26,0,1166,2,2676,1.2,2728,3.8,4,0,599
7106407,30,0,1224,3,2874,1.1,2871,3.5,0,0,503
7106501,24,0,259,60,809,1.8,1031,4.4,0,0,312
7106502,23,0,201,60,526,2.4,959,5.8,0,0,511
7106503,34,813,579,50,766,2,914,2.5,12,3,114
7106504,24,0,249,90,670,2.3,700,4.4,0,0,292
7106505,20,0,206,120,312,2.5,1562,7,0,0,105
7106506,40,823,710,3,1406,1.6,1312,2.6,27,16,244
7106507,17,0,258,60,562,2.3,833,6.8,0,0,280
7106508,37,169,545,0,850,1.3,707,2.8,16,12,194
7106601,29,0,685,55,1333,1.7,1416,3,15,4,376
7106602,33,0,350,28,787,1.5,660,3.1,45,0,417
7106603,29,0,466,0,1133,1.5,179,2.8,4,0,68
7106604,26,0,231,25,630,1.8,1114,5.4,0,0,686
7106605,29,0,425,0,3750,1,1062,1.5,6,0,56
7106606,20,0,282,60,754,2.6,1474,5.7,0,0,484
7106607,16,0,281,75,711,3.5,1333,5.3,0,0,100
7106608,22,0,278,75,742,1.9,1660,5.6,0,0,1055
7106611,20,0,283,30,749,2,1307,5,0,0,258
7106612,21,0,258,28,741,2.3,944,4.8,0,0,186
7106613,23,0,302,55,919,2,745,5.2,0,0,219
7106614,22,0,333,55,1750,1.5,700,5.6,0,0,146
7106701,39,1733,857,280,1955,1.2,1725,2.5,21,46,446
7106702,34,1600,789,165,1980,1.1,1336,2.5,37,52,564
7106703,40,1609,728,138,1656,1.1,1231,2,21,19,364
7106704,34,1300,602,200,1362,1.3,1386,2.7,13,33,525
7106705,32,1450,663,220,1437,1.3,1187,2.4,16,35,388
7106706,27,1733,759,150,1478,1.4,1187,3,11,26,344
7106707,26,1907,873,205,1902,1.2,1788,2.9,15,42,564
7106708,40,1647,700,130,1615,1.2,1125,2.1,28,29,495
7106709,44,1820,962,300,2150,1.2,1312,2.8,14,28,161
7106710,49,867,850,220,1333,1.3,1224,2.1,4,4,31
7106711,36,1733,869,150,2116,1.2,1716,2.7,28,49,328
7106712,39,1733,881,200,2274,1.3,1833,2.8,22,59,300
7106713,15,0,244,75,415,2.1,533,5.3,0,0,142
7106714,26,0,241,60,529,2.3,774,5.2,0,0,238
7106715,45,2167,758,283,1732,1.1,1208,2.2,41,45,354
7106716,35,0,250,100,529,1.8,488,3.8,0,0,295
7106717,25,0,1137,210,2258,1.1,2166,3.5,0,0,742
7106718,41,2167,760,300,1729,1.2,1539,2.5,38,32,314
7106719,27,1943,1075,190,2108,1.1,2039,2.9,7,52,683
7106720,28,1690,803,231,1766,1.2,1750,2.8,12,40,412
7106721,27,1733,633,250,1583,2,1750,3,3,5,50
7106722,36,1593,819,0,1952,1.3,1874,2.9,50,60,482
7106723,24,2167,722,265,1625,1.2,1816,3.3,4,31,366
7106724,28,1734,841,165,1821,1.1,1514,2.5,10,35,380
7106725,29,1300,683,250,1833,1.3,1291,3.4,3,22,235
