region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Owned_outright_Total,Owned_with_a_mortgage_Total,Total_Persons_Persons
1101910,53,1408,551,260,1062,1.1,909,2.3,27,18,149
1101911,47,926,528,220,1174,1.1,887,2.3,68,34,439
1101912,50,1300,571,226,1069,1.1,917,2.3,60,41,384
1101913,50,1408,530,220,1014,1,809,2.1,84,39,432
1101914,41,1517,572,111,1302,1.1,1242,2.6,100,98,641
1101915,42,1788,522,320,1147,1.1,1125,3.3,25,32,210
1101916,47,1300,572,265,1361,1.1,1138,2.5,79,70,468
1101917,42,1400,544,300,1322,1,1208,2.6,94,90,604
1101918,46,2150,644,280,1571,1,1384,2.5,40,27,246
1101919,45,1084,450,220,1375,1.3,1017,2.5,42,26,206
1101920,42,1200,460,200,1073,1.1,758,2.1,46,41,284
1101921,43,1517,685,320,1583,1,1687,2.6,20,33,172
1101922,56,1213,520,175,939,1.1,625,2,45,23,269
1102001,45,2167,394,100,1021,1.1,1018,2.7,51,49,334
1102002,49,1300,539,180,1300,1.1,1183,2.6,82,68,511
1102003,40,1083,446,160,914,1.1,831,2.7,51,61,366
1102004,44,1142,366,165,855,1.1,808,2.2,57,42,350
1102005,56,1170,403,0,949,1.1,790,1.9,63,33,240
1102006,49,750,350,90,811,1.2,662,2.2,85,46,372
1102007,42,1667,467,173,1179,1.2,1031,2.8,45,46,314
1102008,43,1609,497,0,1288,1.2,1152,2.7,57,57,366
1102010,64,0,100,0,0,1,100,1,4,0,3
1102011,46,1604,478,208,1138,1.1,907,2.5,53,36,317
1102013,51,953,397,180,1178,1,900,2,32,28,160
1102014,47,1040,459,230,1017,1.1,864,2.4,39,26,199
1102015,55,1200,365,158,814,1.1,687,2.3,37,18,160
1102016,49,867,333,200,793,1.1,722,2.5,73,34,299
1102017,36,1105,573,203,1292,1.1,1125,2.6,47,22,275
1102018,45,1300,471,150,988,1.1,926,2.4,79,67,414
1102019,50,1139,427,125,1156,1.1,925,2.4,78,45,381
1102020,52,975,396,180,1019,1.1,792,2.4,105,64,507
1102022,40,1250,382,190,776,1.1,573,2.7,57,49,306
1102023,46,1733,470,188,1125,1.1,922,2.5,53,38,272
1102024,51,1517,390,135,845,1.1,677,2,59,27,271
1102025,40,1200,421,225,976,1.1,879,2.5,49,68,418
1102026,41,1007,390,50,719,1.2,776,2.8,26,19,178
1102027,47,1200,461,173,1057,1.1,900,2.8,36,29,225
1102028,42,1300,624,0,1196,1.2,1176,2.7,61,63,404
1102029,51,540,460,0,844,1.1,823,2.3,56,31,260
1102030,41,1012,360,170,723,1.2,553,2.4,67,48,441
1102031,45,1344,410,160,1024,1.1,933,2.6,32,11,167
1102032,51,884,388,105,749,1.2,762,2.3,51,18,263
1102101,51,1343,411,240,1021,1.1,840,2.3,61,39,346
1102102,47,2209,483,240,1375,1.1,850,2.3,28,12,209
1102103,42,2167,591,170,1389,1.1,1171,2.5,69,46,439
1102104,58,1340,431,270,937,1.1,745,2.1,66,37,440
1102105,48,1148,438,220,854,1.2,837,2.4,62,33,307
1102106,57,1235,415,210,873,1.1,668,2,131,41,581
1102107,49,1083,534,210,1218,1.1,984,2.3,100,60,509
1102201,47,900,475,0,3600,1.2,1041,2.8,13,7,56
1102301,48,1000,422,190,861,1.1,691,2,57,29,374
1102302,46,1950,517,270,1184,1.1,1012,2.5,68,44,410
1102303,42,1690,533,275,1278,1,1312,2.8,37,42,273
1102304,53,650,460,160,977,1.1,1025,2.2,38,14,162
1102305,47,1300,445,225,993,1.1,840,2.2,74,44,493
1102306,53,1517,369,133,1024,1.1,609,2.2,35,31,310
1102307,47,1157,368,168,866,1.1,643,2,50,29,306
1102308,38,1294,357,160,705,1.1,575,2.4,63,33,557
1102309,53,1965,554,213,1083,1,903,2,70,19,312
1102310,73,0,287,0,1375,1,0,2,3,0,10
1102401,45,1083,493,50,1019,1.2,942,2.4,42,26,288
1102402,50,1083,480,105,963,1.1,900,2.5,51,42,310
1102403,41,1342,355,150,792,1.2,733,2.7,33,30,263
1102404,44,1300,453,190,1125,1.1,953,2.7,48,56,354
1102405,51,1517,421,200,1194,1.1,888,2.5,46,23,234
1102406,49,1389,448,50,1042,1.1,900,2.3,43,37,229
1102407,52,1500,376,300,988,1.1,779,2.4,57,27,237
1102408,46,867,371,110,724,1.1,747,2.5,41,33,293
1102409,50,1517,498,250,986,1,860,2.1,61,25,270
1102410,49,1300,510,125,1111,1.1,1041,2.7,47,19,218
1102411,52,1950,456,220,1025,1.1,906,2.3,45,42,253
1102412,50,975,510,225,1142,1.1,758,2.3,62,24,275
1102502,50,2167,504,200,1016,1.1,700,2.3,45,24,281
1102503,76,1950,428,93,927,1.1,608,1.4,49,10,273
1102504,46,2050,462,190,809,1.1,695,1.7,30,12,285
1102505,60,1200,497,190,1042,1,646,1.6,55,13,224
1102506,50,1250,574,282,1329,1.1,1125,2.4,51,27,307
1102507,46,1250,624,265,1208,1.1,992,2.3,40,16,262
1102508,64,1209,425,285,976,1,822,2,168,44,540
1102509,35,2100,631,220,1607,1.1,1042,2.8,12,15,124
1102510,50,1950,553,338,1305,1,1125,2.6,48,38,276
1102511,55,1220,435,310,929,1,949,2.3,83,53,398
1102512,57,1227,510,300,952,1,927,2.2,138,51,510
1102513,40,1492,494,225,1095,1.1,1038,2.8,48,64,418
1102514,49,1690,465,250,888,1.1,722,2.3,43,18,218
1102515,54,1300,337,180,941,1,672,2.1,70,34,384
1102516,47,1731,460,240,1125,1.1,880,2.3,44,37,266
1102517,46,1092,506,200,1113,1,877,2.6,54,38,321
1102518,47,1569,487,335,1035,1,949,2.5,70,46,391
1102519,59,1500,453,180,1025,1,915,2.2,44,24,270
1102520,53,1625,457,245,976,1,789,2.1,116,52,537
1102521,51,2084,500,220,962,1.1,846,2.1,38,23,246
1102522,51,1950,560,275,1224,1,1034,2.3,71,32,343
1102523,49,1733,468,250,1125,1.1,881,2.5,28,24,155
1102524,41,1885,528,350,1241,1.2,1133,2.7,46,43,291
1102525,60,1517,386,175,835,1.1,652,2.1,118,43,385
1102526,46,1411,535,268,1156,1,1042,2.6,46,46,331
1102527,43,1582,498,285,1023,1,922,2.5,60,42,445
1102528,46,1387,475,195,991,1,736,2.1,88,75,611
1102529,48,1733,416,225,672,1.1,645,2,63,32,350
1102530,56,1078,482,260,973,1,945,2.1,70,29,341
1102601,55,1750,415,225,874,1,752,2.1,126,48,476
1102602,58,1083,382,230,896,1.1,773,2.1,138,44,524
1102603,55,600,512,220,938,1,793,2.1,78,37,332
1102604,58,650,373,200,859,1.1,668,2,76,27,335
1102605,58,1300,394,226,900,1,714,2,131,38,487
1102606,48,1400,481,240,1228,1.1,1115,2.7,55,31,283
1102607,44,1300,393,250,988,1,831,2.3,94,41,436
1102608,59,1517,378,235,782,1.1,591,2,70,26,353
1102609,50,1517,385,159,1008,1,683,2.2,66,35,397
1102610,29,2167,317,112,737,1.2,527,2.7,23,17,262
1102611,49,1272,456,0,1134,1.2,1019,2.7,53,29,241
1102612,39,1517,444,220,985,1.1,808,2.3,30,22,220
1102613,48,1170,394,330,1268,1.1,954,2.4,45,28,228
1102614,50,1950,511,215,1015,1.1,900,2.4,97,56,554
1102615,47,1300,486,283,1011,1,894,2.3,63,53,366
1102616,53,2167,534,70,1264,1.1,939,2.4,42,23,189
1102617,44,1170,404,200,949,1,900,2.4,42,30,225
1102618,51,1083,480,185,949,1.1,1021,2.4,64,29,278
1102619,48,1083,547,265,1304,1.1,1183,2.6,56,59,342
1102620,44,542,372,193,939,1.1,684,2.3,29,30,272
1102621,38,1300,397,122,768,1.1,734,2.4,47,42,319
1102622,46,1950,467,277,1166,1.1,1178,2.5,27,42,230
1102623,51,1610,377,133,809,1.1,528,1.9,49,24,277
1102701,61,1446,388,210,918,1,806,2,60,23,227
1102702,50,1300,424,148,1100,1.1,619,2,65,34,337
1102703,59,1560,485,260,1062,1,1112,2.2,42,14,160
1102704,54,1083,403,178,866,1,606,1.7,46,28,244
1102705,52,1300,445,190,923,1.1,764,1.9,63,34,427
1102706,60,1300,380,180,749,1,710,2,96,44,547
1102707,52,1300,384,225,866,1.1,640,2.3,111,44,523
1102708,66,1625,357,175,779,1.1,574,2,63,18,335
1102709,51,1300,425,200,1050,1,787,2.3,111,54,526
1102710,54,812,515,200,966,1.1,979,2.3,48,12,192
1102712,53,1083,394,150,895,1.1,820,2.3,89,40,392
1102713,50,1450,474,170,1062,1.1,907,2.4,90,49,421
1102715,58,379,433,0,500,1,700,2.7,7,3,22
1102717,55,1500,382,205,850,1,557,2,52,18,250
1102718,56,1083,359,185,749,1.1,610,1.9,72,19,324
1102719,51,1214,362,198,783,1.1,643,2.2,72,31,397
1102720,52,1300,442,150,1028,1.1,918,2.6,56,41,277
1102721,60,1469,381,220,928,1.1,678,1.9,134,54,526
1102722,24,0,254,98,460,1.2,533,3.6,0,0,132
1102723,53,1213,443,185,966,1,657,2.2,60,22,248
1102724,54,1250,383,250,835,1.1,810,2.2,100,36,376
1102725,60,1300,375,210,766,1.1,724,2,90,25,339
1102726,58,1894,467,238,945,1,937,2,53,15,205
1102727,56,1515,441,225,937,1.1,789,2,93,28,373
1102728,52,2123,378,170,862,1.1,546,1.8,67,14,274
1102729,53,834,364,155,866,1,665,2.1,133,47,551
1102802,40,2150,682,250,1980,1.1,1766,3,62,87,567
1102803,42,2800,655,320,1449,1.1,1283,2.6,73,58,549
1102804,44,1863,700,280,1515,1,1692,2.7,22,34,230
1102805,39,2100,610,210,1604,1.1,1539,3,35,57,321
1102806,40,2167,556,250,1392,1.1,1007,2.3,101,72,506
1102807,45,1100,779,338,1750,1.1,1221,2.5,53,30,379
1102808,35,1950,625,305,2230,1,2021,3.3,39,72,395
1102809,41,2231,618,270,2010,1,1723,3,67,106,599
1102810,39,2442,657,350,1805,1.1,1286,3,48,67,488
1102811,31,1500,691,370,1750,1.1,1552,2.9,33,79,429
1102812,41,2275,713,340,1782,1.1,1533,2.7,45,54,376
1102813,40,2650,583,300,1428,1.1,1068,2.6,44,31,381
1102814,41,1950,706,315,1960,1,1615,2.8,43,60,405
1102815,40,2817,683,300,1821,1.1,1489,2.9,36,47,317
1102816,40,1582,624,450,1818,1.1,1687,2.8,32,38,286
1102817,38,2000,665,320,1632,1,1512,2.6,49,48,370
1102818,35,2060,684,373,1821,1,1573,3.1,32,76,400
1102901,44,1658,596,325,1654,1,1421,2.6,41,44,287
1102902,45,1560,647,265,1359,1.1,1388,2.6,44,36,266
1102903,46,2297,542,225,1302,1.1,974,2.5,51,70,410
1102904,38,2167,584,285,1591,1.1,1267,2.8,55,84,476
1102905,41,2000,612,250,1390,1.1,1437,2.9,51,52,384
1102906,49,2167,581,365,1375,1.1,971,2.3,45,15,193
1102907,54,2550,443,400,1125,1,1261,2.5,63,30,289
1102908,50,2500,501,480,1577,1,954,2.4,88,36,390
1102909,61,2284,573,510,1312,1,1023,2.2,112,36,356
1102910,42,1950,502,180,1796,1.1,1055,2.7,68,66,507
1102911,50,1963,630,323,1516,1.1,1221,2.3,76,54,455
1102912,52,2600,703,330,1711,1,1411,2.4,89,50,465
1102913,45,2600,690,405,1833,1.1,1678,2.9,40,41,314
1102914,46,2429,616,235,1700,1,1555,3.3,38,44,307
1102915,39,2279,688,400,1695,1,1520,2.9,68,85,518
1102916,39,1950,549,345,1432,1,1489,2.5,45,77,360
1102917,40,1474,520,270,1321,1,991,2.7,37,21,246
1102918,41,2149,645,380,1673,1,1429,2.7,64,44,392
1102919,68,2167,435,320,837,1,616,1.8,72,21,286
1102920,20,0,440,0,1750,1,0,3,0,0,9
1102922,35,1975,574,430,1466,1.1,1666,3.3,36,96,495
1102923,34,1950,647,370,1542,1.1,1590,3.1,34,74,405
1102924,32,1600,596,350,1767,1.1,1851,3.4,25,107,518
1102925,41,1733,545,310,1166,1.1,1025,2.6,63,63,500
1102926,49,1430,497,400,1799,1,1042,2.3,50,37,300
1102927,51,1500,545,320,1348,1.1,1026,2.2,97,61,533
1102928,64,1388,390,150,825,1,547,1.7,312,30,680
1103001,39,3125,565,233,1524,1.1,1265,3.1,62,32,426
1103002,44,1625,540,200,1550,1,1323,2.8,72,70,555
1103003,40,2975,662,295,1725,1.1,1750,2.6,26,31,219
1103004,39,2950,577,200,1307,1.3,1307,3,32,24,330
1103005,43,2167,646,150,1750,1,1625,3.5,28,32,287
1103006,42,2167,535,185,1375,1.1,1363,2.9,47,38,342
1103007,41,1800,521,170,1328,1.1,1526,3,41,38,378
1103008,42,450,683,250,1339,1,1303,2.8,32,24,205
1103009,41,3120,477,180,1031,1.2,909,2.9,49,39,383
1103010,45,2000,547,180,1449,1.2,924,2.2,63,44,361
1103011,45,1400,449,150,1042,1.1,725,2.1,74,72,516
1103012,43,2000,677,330,1908,1.1,1278,2.5,49,72,424
1103101,46,1369,648,410,1607,1,1632,2.8,48,60,312
1103102,78,5417,574,0,1333,1,1012,2.1,62,15,316
1103103,77,632,390,144,647,1,519,1.4,186,4,331
1103104,53,1900,393,200,845,1,490,1.6,120,29,410
1103105,41,1517,522,290,1750,1,1446,2.7,73,78,521
1103106,32,1985,492,340,1277,1.1,962,2.5,23,39,233
1103107,43,1800,433,0,1458,1,979,2.4,4,5,18
1103108,35,2793,578,350,1840,1.1,2146,3.2,21,45,248
1103109,33,2383,605,450,2191,1,1781,3.3,27,45,253
1103110,41,1517,513,318,1097,1.1,989,2.7,59,76,456
1103111,37,1733,571,325,1375,1.1,1066,2.7,38,54,329
1103112,37,4700,640,390,2905,1.1,2750,3.1,19,23,159
1103113,39,2600,614,275,1983,1,1791,3.2,60,72,476
1103114,42,2300,692,168,2150,1,2059,3.2,58,69,459
1103115,43,3200,644,200,1926,1.1,2291,3.2,60,73,533
1103116,46,1907,550,405,1736,1,1736,2.7,55,69,471
1103117,46,2190,507,220,1031,1,1147,2.7,58,37,341
1103118,45,3300,660,280,2333,1.1,1954,2.8,46,46,337
1103119,38,2400,603,300,2166,1.1,1577,3.1,50,61,423
1103120,44,1900,603,392,1375,1.1,1375,3,63,55,393
1103121,42,2000,663,350,1571,1,1399,2.6,40,47,257
1103122,40,2600,607,400,1750,1.1,1111,2.6,71,49,393
1103123,36,1300,378,245,916,1.1,826,2.5,22,31,404
1103124,46,2080,596,383,1446,1,1300,2.4,60,45,318
1103125,47,1787,432,325,1333,1,836,2.2,45,33,240
1103126,69,0,363,130,688,1,501,1.4,214,4,369
1103127,39,1517,541,260,1714,1.1,1148,3,33,47,315
1103128,75,1733,640,380,1416,1.2,1449,2.8,22,19,398
1103129,38,2300,553,421,1703,1.1,1750,3.2,66,80,563
1103130,40,2000,605,490,2053,1.1,1903,3.2,31,47,306
1103131,81,1000,444,156,866,1,590,1.4,152,9,605
1103132,24,0,316,150,1375,1,34,1,0,0,17
1103133,43,1733,607,345,1804,1,1635,2.8,59,67,376
1103134,42,1842,547,400,1609,1,1387,2.6,66,64,426
1103135,44,2100,502,335,1687,1,1197,2.6,69,64,421
1103136,39,2041,590,290,1534,1.1,1406,2.8,39,63,399
1103137,81,1300,354,107,766,1.1,472,1.3,11,3,269
1103138,43,1798,460,300,1158,1,1161,2.5,66,64,495
1103201,39,1577,521,300,1343,1,1233,2.6,53,53,383
1103202,38,1647,386,155,1107,1.1,833,2.5,18,47,473
1103203,30,1863,693,320,1750,1.1,1652,3,36,164,745
1103204,30,1600,603,285,1109,1.1,993,2.1,14,34,487
1103205,35,2102,536,280,860,1.1,771,2.2,14,13,252
1103206,55,0,466,300,2583,1.4,1166,3,3,0,51
1103207,38,1100,630,270,1468,1,1055,1.9,18,19,223
1103208,32,1438,702,280,1265,1.1,1036,1.8,16,49,446
1103209,36,2266,663,380,2007,1.1,1862,3.3,55,149,782
1103210,32,1517,488,275,1093,1,782,2.1,14,18,186
1103211,36,1668,517,215,1258,1.1,1119,2.6,47,86,546
1103212,38,1733,473,285,1359,1.1,1148,2.7,53,71,482
1103213,48,1250,250,0,250,1,983,2.5,0,3,7
1103214,36,1717,621,200,1681,1,1461,2.7,57,132,637
1103215,34,1863,568,350,1708,1.1,1375,2.8,15,17,189
1103216,41,1950,623,350,1452,1.1,1336,2.6,47,46,302
1103217,35,1647,784,350,1675,1.1,1337,2.8,15,32,194
1103218,41,1625,591,340,1662,1.1,1550,2.9,60,90,566
1103219,27,1600,897,330,1788,1,1652,2.1,7,14,344
1103220,47,1788,690,300,1242,1.1,1173,1.8,48,40,340
1103221,43,2000,759,285,1513,1.1,1211,1.9,27,38,301
1103222,36,1300,572,240,1125,1.1,910,1.7,29,74,633
1103224,32,1083,696,275,1446,1.1,1004,1.7,30,35,470
1103225,34,1500,700,255,1799,1.2,1522,2.8,21,45,241
1103226,47,1453,529,278,1531,1.1,971,1.6,22,25,243
1103227,38,1500,365,170,782,1.1,582,2.1,40,33,547
1103228,50,1950,450,198,887,1.1,618,1.7,111,57,678
1103229,42,1800,506,255,1140,1.1,607,1.7,33,26,323
1103230,59,1647,428,187,1052,1,714,1.9,84,56,456
1103231,41,2167,638,320,1474,1,1133,2.1,75,54,455
1103232,40,1733,401,175,1281,1.1,692,2.4,62,56,453
1103233,32,2000,582,320,1843,1.1,1788,2.8,22,62,308
1103234,39,1517,657,350,1621,1.1,1431,2.6,80,125,713
1103235,46,1450,500,245,1037,1.1,687,1.8,44,37,335
1103236,37,1700,447,220,788,1.1,670,1.6,14,18,497
1103237,32,1257,650,275,1152,1.1,1007,2,17,19,334
1103238,52,3033,881,133,2374,1,2307,2.6,56,44,306
1103239,50,2167,541,300,1232,1.1,1039,2.1,105,56,619
1103240,66,1211,402,230,824,1.1,537,1.5,58,20,349
1103241,43,1733,607,275,1117,1.1,955,1.9,50,31,393
1103242,39,1902,594,204,1263,1,706,1.7,38,41,549
1103243,50,2000,602,280,1617,1,1396,2.5,85,53,521
1103244,62,1500,394,270,871,1.1,626,2,132,42,711
1103301,33,1764,718,320,1625,1.1,1542,3.2,16,37,239
1103302,35,1850,614,166,1625,1.1,1468,2.9,35,87,485
1103303,30,1800,529,360,1617,1.1,1375,3.2,28,73,389
1103304,31,2100,643,340,1730,1,1597,3.3,32,57,384
1103305,38,1950,647,370,1375,1,1408,3.2,24,61,316
1103306,33,2000,719,285,1553,1,1424,2.9,22,56,281
1103307,30,1980,629,290,1375,1,1292,2.8,12,36,206
1103308,31,1850,642,375,1620,1.1,1485,2.9,38,78,440
1103310,36,2300,660,300,1774,1.1,1512,3.1,24,57,334
1103311,30,1987,626,203,1483,1.1,1517,3.1,21,65,425
1103312,34,2167,580,310,1607,1.1,1750,3.4,25,62,336
1103313,34,2167,635,265,1899,1,1730,3.1,18,59,316
1103314,36,2238,606,300,1772,1.1,1413,2.9,26,61,334
1103315,33,1900,665,320,1555,1.1,1506,3.1,52,132,782
1103317,37,2058,521,280,1226,1.1,1184,2.8,49,80,503
1103318,32,2167,637,165,1843,1,1777,3,11,43,208
1103319,31,2152,559,300,1603,1,1364,3.1,34,64,400
1103401,34,2000,475,270,1431,1.1,1100,2.9,28,54,406
1103402,37,2063,527,255,1395,1,1267,2.6,50,61,364
1103403,41,1950,473,225,1208,1.1,924,2.7,69,71,585
1103404,33,1936,581,250,1390,1,917,2.4,29,54,280
1103405,35,2383,403,300,1138,1.1,1115,2.9,19,62,399
1103406,41,1798,553,250,1333,1.1,1125,2.4,22,23,157
1103407,46,3033,655,230,2062,1.1,2062,3.1,40,35,269
1103408,43,1950,590,170,1462,1,1337,3.1,33,47,329
1103409,39,1430,512,335,1343,1.1,1278,2.9,28,48,309
1103410,35,1636,555,280,1166,1.1,990,2.5,44,69,405
1103411,41,2037,567,300,1926,1,1728,3,54,87,484
1103412,35,1907,551,300,1289,1.1,1111,2.9,53,72,504
1103413,42,2300,613,300,1919,1,1852,3,47,67,384
1103414,58,2059,448,121,918,1,756,2,61,33,388
1103415,79,2600,424,214,824,1.1,589,1.7,49,5,150
1103416,53,1984,498,280,1307,1,827,2.1,93,46,448
1103417,53,1625,468,250,1267,1,847,2.1,88,37,371
1103418,83,0,355,93,700,1,474,1.3,122,0,545
1103419,36,1925,509,350,1375,1,1213,2.8,37,52,331
1103501,41,1800,449,290,1783,1,1398,3,80,92,602
1103502,39,1647,408,273,1042,1,738,2.6,37,48,346
1103503,35,1733,614,320,1452,1.1,1272,2.9,52,91,490
1103504,37,1400,498,250,1273,1.1,1115,2.8,56,73,436
1103505,40,1300,533,338,1583,1.1,1458,2.8,50,74,421
1103506,38,1733,625,260,2013,1,1932,2.9,63,102,518
1103507,37,2093,535,280,1325,1,1077,2.5,36,50,310
1103508,39,2167,700,300,1940,1,1806,2.9,35,85,420
1103509,36,1842,615,260,1260,1.1,1208,2.5,46,59,376
1103510,34,1625,544,350,1343,1.1,1234,2.6,58,77,453
1103511,36,1900,633,330,1721,1,1550,2.7,52,82,470
1103512,35,1816,566,300,1441,1.1,1208,2.9,40,52,336
1103513,40,1800,630,333,1772,1,1375,2.9,42,60,331
1103514,35,1885,504,260,1410,1.1,1488,2.9,32,62,399
1103515,44,1867,387,212,1550,1.1,843,2.9,22,27,307
1103516,35,1400,587,295,1523,1.1,1220,2.9,22,45,242
1103517,32,3250,633,0,4125,1,850,2.8,4,4,36
1103601,31,2084,809,388,2285,1,2312,3.4,12,52,245
1103602,32,2405,745,320,2096,1.1,1843,3.4,21,46,246
1103603,36,1800,531,345,1615,1.1,1366,2.8,49,104,539
1103604,44,2100,565,340,1750,1.1,1343,3,27,54,296
1103605,36,1764,589,343,1533,1,1577,3.2,28,73,391
1103606,35,1723,610,290,1478,1.1,1410,2.8,25,47,277
1103607,49,2600,622,0,2589,1,2517,3.2,36,22,194
1103608,43,1800,500,122,1687,1.1,841,2.6,47,46,342
1103609,34,2184,655,420,1973,1,1985,3.4,22,65,327
1103610,38,1408,485,78,1426,1.1,1012,2.5,69,102,605
1103611,39,1950,519,350,1444,1,1428,2.7,45,59,334
1103612,39,1911,421,213,774,1,766,2.6,6,16,177
1103613,37,1825,502,230,1578,1.1,1678,3.2,48,48,394
1103614,36,1741,584,240,1674,1.1,1451,2.9,45,99,549
1103615,33,2505,583,290,1333,1.1,1520,3.1,19,47,257
1103616,33,1575,458,320,1607,1,1395,3.5,24,47,317
1103617,47,2600,569,370,2036,1,1362,3.1,58,42,361
1103618,35,1820,815,485,2454,1.1,2725,3.7,18,46,260
1103619,30,1733,667,360,1510,1.1,1341,2.8,36,56,490
1103620,30,1700,583,275,1230,1.1,1075,2.5,35,68,503
1103621,37,1733,668,300,2110,1.1,1690,3.2,45,114,618
1103622,44,1400,513,298,1895,1.1,1650,3.2,43,45,319
1103701,42,1668,490,210,1472,1,958,2.4,96,89,668
1103702,40,1845,557,295,1511,1.1,1204,2.6,82,66,522
1103703,42,2280,530,290,1231,1.1,1073,2.4,90,80,689
1103704,39,2000,575,286,1437,1.1,1636,3,27,37,240
1103705,42,2000,561,265,1478,1.1,1125,2.7,64,72,462
1103706,41,1950,481,255,1437,1.1,1180,2.5,58,63,367
1103707,46,2000,562,435,1867,1,1633,2.8,69,78,482
1103708,50,1842,456,175,1089,1.1,1011,2.4,40,28,221
1103709,45,2000,602,265,1462,1.1,1364,2.4,92,76,573
1103710,42,1800,555,295,1640,1.1,1474,2.6,44,65,395
1103711,41,2387,513,350,1387,1.1,918,2.5,59,44,303
1103712,48,2275,565,320,1521,1.1,1171,2.2,52,32,291
1103713,59,2000,438,134,1514,1,862,2.1,67,61,600
1103714,39,1993,544,300,1522,1.1,1139,2.7,65,65,497
1103801,46,2000,643,300,1708,1.1,1328,2.7,60,77,422
1103802,45,1975,525,290,1395,1.1,1202,2.7,78,69,492
1103803,40,1928,455,270,1138,1.1,981,2.6,55,52,350
1103804,39,2167,529,260,1226,1.1,1057,2.4,58,67,494
1103805,36,1800,540,350,1865,1.2,1192,2.8,30,40,279
1103806,40,1851,505,280,1078,1.1,1057,2.3,40,28,264
1103807,42,2102,546,325,1526,1.1,1346,2.6,54,71,409
1103808,81,0,379,93,723,1.1,573,1.4,75,0,265
1103809,39,2080,582,400,1352,1.1,1154,2.8,61,86,527
1103810,42,1900,606,388,1687,1.1,1650,3,42,45,311
1103811,35,1993,571,300,1509,1.1,1262,2.8,53,74,468
1103812,42,2167,579,340,1333,1.1,1125,2.8,42,54,337
1103813,34,1950,577,370,1430,1.1,1209,2.8,57,91,511
1103814,49,1986,537,203,1531,1.1,1048,2.2,93,48,475
1103815,51,2253,542,303,1350,1,1166,2.6,59,40,322
1103816,35,1992,576,300,1468,1.1,1511,2.9,27,76,376
1103817,45,2300,513,280,1387,1.1,1278,2.7,45,54,338
1103901,37,2167,747,290,1988,1.1,1713,2.6,82,84,606
1103902,41,2167,595,380,1583,1,1312,2.9,65,52,377
1103903,46,2284,635,265,949,1,1008,2,48,26,259
1103904,44,2037,590,370,1705,1,1533,2.6,90,75,528
1103905,45,2167,530,515,1550,1,1604,3.1,70,54,447
1103906,37,1950,544,330,1362,1,1072,2.5,67,48,472
1103907,40,2400,602,320,1694,1.1,1410,2.7,70,78,543
1103908,40,2167,770,335,1971,1.1,1750,2.8,42,81,392
1103909,38,2167,666,333,1343,1.1,1174,2.2,78,54,551
1103910,36,1116,828,350,1750,1,1511,2.2,68,65,703
1103911,44,2318,685,365,1674,1,1553,2.5,66,79,548
1103912,39,2416,678,375,1647,1.1,1462,2.7,61,67,541
1103913,34,2425,662,355,1812,1.1,1485,2.6,72,92,589
1103914,38,2300,667,280,1666,1,1592,2.8,45,43,322
1103915,40,1950,603,300,1859,1.1,1769,2.7,42,65,415
1103916,41,1820,591,370,1327,1,1201,2.5,63,63,480
1103917,35,2500,585,320,1404,1.1,1441,2.8,41,50,360
1103918,37,2214,624,460,1966,1.1,1678,2.9,74,57,507
1103919,55,1950,436,200,1089,1.1,573,2.1,117,32,397
1103920,37,1800,740,325,1733,1.1,1279,2.1,60,31,514
1103921,41,3060,735,368,1652,1.1,1386,2.4,62,35,641
1103922,41,2100,586,620,1911,1,1937,3.2,61,94,542
1103923,44,3033,735,200,1474,1,1042,2.8,46,28,266
1103924,71,600,360,142,524,1.1,463,1.3,113,3,190
1103925,43,2000,616,475,1729,1,1672,2.8,70,58,420
1103926,42,2167,912,430,2029,1.1,1838,2.7,57,50,502
1103927,38,2474,721,340,2011,1,1720,2.7,37,90,451
1104001,39,2500,390,320,1011,1.1,749,2.6,49,41,335
1104002,58,845,388,295,733,1,604,1.9,69,17,287
1104003,39,1972,595,330,1833,1.1,1387,3,37,57,324
1104004,46,1500,439,243,1062,1,964,2.4,79,67,448
1104005,47,1950,429,0,1278,1,1235,2.7,64,48,320
1104006,48,1219,471,270,957,1.1,767,2.1,72,32,492
1104007,51,1800,402,270,1078,1.1,872,2,58,28,308
1104009,57,1625,461,240,913,1,672,1.7,101,35,471
1104010,61,455,442,255,888,1,565,1.6,90,14,281
1104011,52,1500,522,260,1069,1,771,1.9,75,22,337
1104012,37,2167,425,241,1062,1.1,812,2.3,42,32,287
1104013,41,2015,472,260,1277,1.1,951,2.4,81,72,515
1104014,80,1213,454,210,914,1.1,604,1.9,50,30,564
1104015,57,1328,435,225,1267,1.1,854,1.8,53,12,202
