region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Total_Persons_Persons
3136526,44,2817,412,0,1583,1,1093,2,334
3136527,31,2084,577,335,1440,1.1,1579,3.4,665
3136528,61,858,395,205,891,1.1,479,1.5,0
3136529,33,1800,526,330,1183,1.1,1171,3.2,482
3136530,27,1800,547,300,1166,1.1,1179,3.2,361
3136531,28,1604,534,320,1168,1,1077,2.9,236
3136532,33,1560,433,240,749,1.1,603,1.8,550
3136533,36,672,354,190,685,1.1,444,1.7,457
3136534,30,2300,710,335,1764,1,1656,2.8,242
3136535,32,2275,659,330,1564,1,1553,3.1,339
3136536,33,1733,419,285,1395,1.1,1231,3.1,559
3136537,30,1875,509,310,1205,1.1,1225,3,481
3136538,26,1300,652,300,1233,1,1149,2.8,387
3136539,35,1365,398,250,920,1.1,896,2.4,401
3136540,27,1603,510,310,1083,1.1,1072,2.8,315
3136541,37,1495,389,245,763,1.1,770,2.6,6
3136542,37,2000,538,260,1339,1,1042,2.6,407
3136543,55,1300,409,220,685,1.1,648,1.9,445
3136544,36,1250,450,250,1071,1.1,842,2.8,267
3136545,35,1517,385,200,828,1.1,660,2.3,615
3136546,30,1214,376,240,787,1.1,736,2.8,468
3136547,33,1688,462,250,900,1.1,785,2.6,408
3136548,30,1603,391,215,754,1.1,736,2.5,312
3136601,23,2360,553,335,1208,1.1,1350,3.3,211
3136602,38,1068,405,280,963,1.1,845,2.4,845
3136603,26,1200,521,285,1187,1.1,1073,3,620
3136604,26,1348,611,308,1452,1.1,1166,2.7,298
3136605,48,2167,369,205,733,1.1,406,1.6,729
3136606,32,1100,382,245,883,1.1,785,2.3,570
3136607,24,1300,491,310,1023,1.1,1014,3.3,482
3136608,35,1508,414,280,1029,1.1,1098,2.8,976
3136609,27,1582,490,285,916,1.1,903,2.6,437
3136610,42,1517,445,260,856,1.1,866,2.5,317
3136611,38,1733,433,270,869,1.1,702,2,503
3136613,36,1770,479,290,1187,1.1,824,2.5,357
3136614,31,1300,456,308,1053,1.1,1004,2.9,236
3136615,27,2156,508,320,1059,1,1100,3.1,249
3136616,24,2113,630,325,1178,1,1463,3,537
3136617,26,2167,596,330,1261,1.1,1310,3.3,754
3136618,43,2040,521,290,1416,1.1,1042,2.6,482
3136619,25,1884,536,330,1034,1,1125,3.3,211
3136620,28,1775,549,280,1103,1,1042,2.6,581
3136621,24,2000,540,300,1009,1.1,1023,2.6,286
3136622,30,1668,475,298,1242,1.1,1067,2.8,320
3136623,24,2167,646,340,1272,1.1,1272,3,263
3136624,32,1495,529,285,1023,1,923,2.3,561
3136625,37,1450,530,285,1156,1.2,1213,3,465
3136626,35,1192,390,250,963,1,740,2.4,212
3136627,27,1549,439,290,910,1.1,1009,3.1,0
3136628,27,1500,366,250,807,1.1,765,2.9,284
3136629,37,1527,500,285,1268,1,936,2.3,362
3136630,39,1733,520,290,1171,1.1,866,2.6,197
3136631,25,1845,590,340,1059,1.1,1104,3.2,251
3136632,27,1950,546,330,1183,1.1,1232,3.1,309
3136633,27,1690,543,340,1178,1.1,1292,3,275
3136634,39,2000,587,315,1166,1,1135,2.7,402
3136635,45,1300,448,250,1274,1.1,1083,2.7,416
3136636,30,1300,427,250,933,1.1,828,2.6,363
3136637,31,1733,543,300,1108,1.1,1108,2.8,428
3136701,37,1343,610,280,1427,1.1,1369,3,364
3136702,40,1950,551,200,1550,1.1,1222,2.9,358
3136703,31,2167,607,275,1538,1,1625,3.4,282
3136704,41,1387,523,310,1262,1.1,1262,3,295
3136705,37,2000,597,380,1658,1.1,1822,3,293
3136706,38,1937,496,300,1735,1.1,1722,3.6,440
3136707,39,1867,606,0,1874,1.3,1750,3.3,292
3136708,38,2292,530,0,1583,1,1544,3.1,476
3136709,36,2000,668,400,1716,1.1,1562,3.2,267
3136710,37,1863,560,390,1580,1,1650,3.2,458
3136801,26,1800,515,300,954,1,1036,2.4,439
3136802,36,1820,658,300,1383,1,1183,2.6,590
3136803,35,1490,455,250,1174,1.1,860,2.6,494
3136804,32,1603,451,270,1130,1.1,1043,2.7,432
3136805,37,1239,426,245,1018,1.1,1012,2.8,418
3136806,31,1517,458,275,1239,1.2,1136,2.7,651
3136807,37,1787,475,260,1300,1.1,1133,2.6,425
3136808,29,1733,628,320,1325,1.1,1331,3,438
3136809,41,1300,507,315,1293,1,1316,2.8,357
3136810,24,1907,457,315,922,1.1,900,3,386
3136811,29,2167,601,330,1280,1.1,1279,3.1,464
3136812,24,2503,659,330,1322,1.1,1290,3.2,540
3136813,27,1833,553,340,1261,1.1,1312,3,682
3136814,30,1630,528,290,1451,1.1,1321,2.9,1416
3136901,40,1800,520,240,1156,1.1,1107,2.7,440
3136902,41,2167,578,200,1527,1,1406,2.6,330
3136903,41,3033,489,290,1347,1.1,1273,2.7,247
3136904,44,1600,506,205,1341,1.1,1110,2.8,404
3136905,37,2375,707,231,1789,1,1840,3.1,525
3136906,45,1950,561,350,1350,1,1300,2.9,514
3136907,36,2253,637,345,1683,1,1660,3.3,0
3136908,37,1667,575,225,1458,1.1,1449,3,605
3137001,44,1560,450,285,1194,1.1,900,2.6,451
3137002,41,1376,535,225,1292,1.1,947,2.5,488
3137003,43,1000,473,200,1187,1.2,933,2.3,480
3137004,42,1733,423,110,1125,1,1062,2.6,3
3137005,45,1688,514,200,1162,1.1,877,2.4,384
3137006,42,1842,477,300,1092,1.1,1079,2.7,275
3137007,42,1803,445,300,1045,1.1,854,2.5,430
3137008,41,1950,588,275,1323,1.1,1149,2.7,279
3137009,41,1733,473,285,1118,1.1,1026,2.7,311
3137010,53,867,325,148,636,1.1,581,2.1,457
3137011,48,1074,384,60,940,1.1,739,2.5,1089
3137012,33,1192,497,255,1012,1.1,836,2.7,252
3137013,38,1300,461,245,1178,1.2,820,2.6,279
3137101,48,1517,504,250,1302,1.1,985,2.3,194
3137103,44,1257,412,250,1038,1.1,900,2.5,562
3137104,43,1400,481,220,1300,1.1,1089,2.7,237
3137105,44,1517,382,265,985,1.1,743,2.3,362
3137106,38,1733,434,290,1125,1.2,946,2.6,125
3137107,35,1950,546,330,1243,1.1,1244,2.8,326
3137108,37,1820,604,350,1539,1.1,1392,3,551
3137109,39,3683,350,250,2083,1,933,2.8,354
3137110,44,3034,610,100,1594,1.1,1375,2.6,532
3137111,39,1733,435,240,1105,1.1,1008,2.9,252
3137112,44,1440,446,325,1031,1.1,1224,2.5,479
3137113,44,1820,556,160,1256,1.1,1096,2.7,916
3137114,33,1042,574,395,1050,1,1187,3,417
3137115,45,2167,484,150,919,1.1,887,2.4,666
3137116,46,1420,418,250,866,1.1,855,2.2,381
3137201,37,2167,554,200,1265,1.1,1297,3,262
3137202,33,1640,497,290,1114,1.1,1055,2.8,239
3137203,29,1755,558,210,1432,1.1,1428,2.9,383
3137204,29,1831,578,243,1428,1.1,1116,3,0
3137206,47,984,708,330,1750,1,2018,2.8,439
3137207,31,1500,661,320,1571,1.1,1307,3.2,357
3137208,38,2167,567,560,1235,1.1,1611,3.1,338
3137209,35,1733,482,300,1265,1.1,1125,2.7,752
3137210,31,1894,608,360,1550,1.1,1583,3.4,407
3137211,40,2059,726,425,2068,1,2272,3.4,292
3137212,62,1408,391,200,712,1.1,557,1.7,395
3137213,46,3000,531,400,1235,1.1,1212,2.9,414
3137214,42,2113,681,0,1750,1,1892,3.2,508
3137215,41,1500,690,300,1890,1,1847,3.1,436
3137216,42,1900,641,350,1656,1,1673,3.1,423
3137217,46,1800,549,320,1117,1,900,2.3,449
3137218,40,1733,576,205,1625,1,1375,2.4,227
3137219,30,1673,607,285,1198,1.1,958,2.7,404
3137220,39,1367,527,335,1228,1,1220,2.8,297
3137221,36,1517,513,325,1489,1.1,1468,3.1,576
3137222,34,1387,556,300,1523,1,1339,2.8,351
3137223,34,1800,648,320,1828,1.1,2011,3.2,965
3137224,33,1767,622,400,1594,1.1,1750,3.3,279
3137225,33,1733,638,300,1553,1,1375,3.1,600
3137226,35,1738,567,275,1437,1,1380,2.8,686
3137227,28,1820,535,300,981,1.1,990,2.4,1057
3137228,34,1800,572,240,1600,1.1,1468,3,432
3137229,31,1950,540,290,1232,1.1,1103,2.8,303
3137230,36,1640,584,298,1353,1,1344,2.9,744
3137231,39,1500,574,280,1208,1.1,873,2,584
3137232,40,2167,713,400,1858,1,1855,3.2,388
3137233,34,2000,482,570,1535,1.1,1729,3.6,253
3137234,40,1517,658,283,1718,1,1718,3.1,612
3137235,35,1842,651,0,1888,1,1864,3.3,329
3137301,31,1800,570,290,1357,1.1,1198,2.8,598
3137302,36,1380,430,285,1050,1.1,1016,2.5,252
3137303,46,1950,453,290,1097,1.1,700,2.5,491
3137304,35,1700,437,220,1038,1.2,773,2.4,395
3137305,32,1517,524,290,1194,1.1,983,2.6,206
3137306,34,1408,530,290,1330,1.1,1118,2.7,383
3137307,40,1442,497,152,1312,1.1,966,2.7,392
3137308,42,1650,514,160,936,1.1,855,2.9,268
3137309,29,1603,513,275,1265,1.1,1166,3,238
3137310,27,1829,545,240,1364,1.1,1259,3.3,309
3137311,39,2600,465,263,1194,1,1055,2.9,468
3137312,27,2000,512,295,810,1.1,873,2.5,273
3137314,73,3000,357,142,696,1,521,1.5,301
3137315,41,2167,486,200,1392,1.1,1474,3.1,459
3137316,27,1387,630,295,1042,1.1,876,2.6,423
3137317,25,1517,396,280,939,1.1,911,3,383
3137318,36,2178,555,290,1350,1.1,1275,3,418
3137319,38,1700,632,300,1489,1.1,1647,3.2,509
3137320,29,2091,478,310,1140,1.1,994,2.8,541
3137321,30,1473,724,295,1115,1.1,993,2.3,249
3137322,26,1577,521,270,1039,1.1,912,2.9,379
3137323,30,2383,663,400,1467,1,1536,3.4,371
3137324,32,1950,676,353,2029,1,1881,3.1,307
3137325,34,1517,517,300,870,1.1,894,2.6,494
3137326,30,1430,368,128,812,1.1,747,2.8,364
3137328,71,0,322,104,582,1,474,1.4,340
3137329,40,3250,749,290,1687,1.1,1291,3.1,416
3137330,42,1700,609,75,1718,1.1,1569,3.1,197
3137331,38,1500,552,275,1579,1.1,1583,3.1,302
3137332,32,1950,533,308,1259,1.1,1131,2.9,299
3137333,31,2275,657,350,1706,1.1,1613,3.4,320
3137334,40,1300,508,293,1145,1.1,900,2.6,277
3137335,34,1257,491,240,1125,1,939,2.5,449
3137336,33,1602,391,290,866,1.1,860,3.4,236
3137338,42,1866,524,280,1071,1.1,870,2.2,236
3137339,30,1700,390,250,754,1.1,830,2.9,222
3137340,36,1649,394,115,806,1.1,711,2.7,384
3137341,39,2184,538,335,1513,1,1361,2.7,230
3137342,32,1733,441,240,1140,1.2,953,2.9,308
3137343,40,1700,567,320,1125,1,1261,2.7,417
3137344,42,1250,439,303,1083,1.1,991,2.6,441
3137345,28,1950,373,223,1025,1.1,1218,3.2,361
3137346,40,1300,417,180,1208,1.1,746,2.6,598
3137347,46,1344,437,270,972,1.1,850,2.3,487
3137348,74,0,337,0,632,1,552,1.6,545
3137349,35,1100,449,270,976,1.1,835,2.6,404
3137350,26,1700,448,275,1006,1.1,841,2.8,513
3137351,38,1594,469,260,1006,1.1,894,2.5,383
3137352,36,1463,538,285,1091,1.1,942,2.5,460
3137353,28,1517,425,280,861,1.1,841,2.7,833
3137354,32,1733,358,149,782,1.1,709,2.8,220
3137355,31,1717,408,283,1181,1.2,1204,3.1,3
3137356,39,1560,569,390,1519,1.1,1571,3.2,451
3137401,36,1750,712,425,1375,1,1694,3.2,162
3137402,49,2000,520,310,1199,1,1323,2.8,235
3137403,34,2500,587,340,1863,1,1853,3.7,489
3137404,39,1867,643,520,1912,1,1949,3.5,681
3137405,40,1738,546,390,1625,1,1271,3.6,307
3137406,39,1090,566,0,1892,1.1,1750,3.6,278
3137407,47,1517,485,369,1359,1,1113,2.8,246
3137408,44,1950,606,500,1480,1,1455,3.3,350
3137409,40,1733,633,430,1763,1.2,1515,3.1,451
3137410,44,1600,618,393,1571,1,1524,2.8,361
3137411,40,1600,578,220,1859,1.1,1785,3.2,460
3137412,38,2080,595,380,1750,1.1,2020,3.5,320
3137413,45,2019,635,450,1874,1,1687,3,230
3137414,41,1907,582,446,1788,1.1,1886,3.4,294
3137415,45,1530,571,345,1226,1.1,1375,2.7,294
3137501,29,2037,811,385,2053,1,1863,3.3,209
3137502,29,2082,774,325,1853,1,1870,3.4,401
3137503,31,2167,802,335,1790,1.1,1812,3.6,317
3137504,31,2069,639,350,1661,1,1395,3.5,554
3137505,33,2384,619,360,1491,1,1427,3.3,422
3137506,31,1954,772,360,2015,1.1,2013,3.2,204
3137507,31,2167,759,310,1789,1,1797,3,199
3137508,26,2167,731,368,1506,1.1,1467,3.1,308
3137509,44,1900,602,450,1519,1.1,1384,2.9,352
3137510,39,1975,597,325,1764,1,1491,3.1,429
3137511,38,1934,533,295,1615,1.1,1523,3,514
3137512,30,2500,805,435,1980,1,2004,3.5,464
3137513,32,2400,774,400,2225,1,2106,3.5,382
3137514,43,1733,529,308,1683,1,1547,3,536
3137515,31,1842,638,345,1375,1,1364,2.6,396
3137516,47,1766,596,325,2019,1,1528,2.8,366
3137517,34,2167,696,350,1513,1,1625,3.1,273
3137518,27,2128,637,330,1602,1.1,1630,3.5,397
3137519,32,1603,626,380,1451,1.1,1474,3.3,277
3137520,31,1717,631,355,1702,1.1,1573,3.3,333
3137521,32,2210,822,370,2028,1.1,2250,3.5,462
3137522,32,2080,715,370,1788,1,1805,3.3,285
3137523,32,2167,731,365,1775,1,1807,3.4,285
3137524,35,1975,715,410,2033,1,2018,3.6,290
3137525,28,2492,848,420,2098,1,2031,3.5,160
3137526,26,1950,658,335,1446,1,1312,3.2,347
3137527,33,1733,553,395,1720,1.1,1809,3.6,608
3137528,26,1842,701,350,1300,1.1,1231,2.9,518
3137529,30,2015,767,360,1576,1,1609,3.1,567
3137530,29,2460,700,355,2044,1.1,2007,3.3,303
3137531,36,2000,618,100,1531,1,1202,3.2,377
3137533,34,2067,609,360,1750,1.1,1783,3.3,0
3137534,35,2000,824,380,1867,1,1733,3.3,594
3137535,23,2600,763,320,1354,1.1,1661,3.4,745
3137602,40,2000,573,380,1525,1.1,1568,3.2,580
3137603,40,2084,641,400,1454,1,1375,3,579
3137604,45,1350,603,194,1525,1.1,1394,2.8,313
3137605,42,1387,506,200,1196,1.1,1211,2.6,0
3137606,41,1517,548,408,1451,1.1,1761,3,540
3137607,36,2200,696,350,1591,1,1722,2.9,393
3137608,41,2100,603,69,1700,1.1,1826,3.2,203
3137609,37,1733,592,345,1298,1.1,1375,3.2,220
3137702,44,1150,374,0,900,1,900,1.4,330
3137704,48,2383,562,280,1171,1.1,793,2,547
3137705,39,1733,502,250,1162,1.1,1008,2.4,374
3137706,37,2043,497,240,1260,1.1,900,2.6,361
3137707,39,2167,597,300,1317,1.1,963,1.9,457
3137708,40,1809,478,240,1172,1.1,793,2.2,462
3137709,47,1695,405,220,1069,1.1,687,2.1,536
3137710,48,1600,532,240,1395,1.1,733,1.8,569
3137711,57,1420,485,320,1523,1,1176,2.4,397
3137712,40,1733,519,285,1199,1.1,1196,2.5,350
3137713,37,2193,518,275,1261,1.2,1144,2.6,583
3137714,43,1733,555,165,1391,1.1,895,2.3,499
3137715,37,2149,526,270,1352,1.1,1125,2.6,697
3137716,52,2167,494,270,1176,1,1067,2.4,501
3137717,39,1700,492,270,1350,1.1,1053,2.5,488
3137718,35,1809,604,260,1383,1.1,1312,2.6,0
3137719,43,2000,552,280,1386,1.1,1106,2.6,480
3137720,42,1950,575,300,1162,1,1072,2.6,27
3137721,40,1733,562,335,1520,1.1,1298,2.7,397
3137722,37,650,437,245,1041,1.1,907,2.4,0
3137801,44,1721,733,350,1666,1.1,1336,2,590
3137802,49,1755,411,260,900,1.1,637,1.7,436
3137803,48,1582,533,245,985,1.1,812,1.8,593
3137804,45,1945,461,260,1087,1.2,807,2.1,383
3137805,41,1600,591,300,1114,1.1,944,2.3,386
3137806,44,1600,564,260,1258,1,1053,2.1,387
3137807,39,1772,581,325,1468,1.1,1180,2.6,452
3137808,44,1950,539,303,1166,1.1,974,2.1,178
3137809,47,1800,572,273,1468,1.1,1044,2,379
3137810,47,1769,549,270,1196,1.1,880,2.1,448
3137811,47,2145,455,148,2027,1.1,646,1.7,436
3137812,39,1612,528,290,968,1.1,872,2.4,430
3137813,39,1853,534,200,1153,1.1,985,2.5,240
3137814,41,2219,570,313,1359,1.1,933,2.3,308
3137815,39,1761,546,250,1149,1.1,850,2.2,318
3137816,49,2037,502,245,1147,1.1,737,2,216
3137817,37,2000,442,96,1256,1.1,914,2.4,550
3137818,36,1950,356,117,1031,1.1,547,2.2,346
3137819,42,1750,489,330,1242,1.1,1068,2.6,448
3137820,43,850,521,268,1073,1.1,804,2.1,364
3137821,47,1603,518,250,914,1.1,729,2,609
3137822,51,2000,502,250,1014,1,709,1.8,259
3137823,46,1842,458,275,933,1,812,2,441
3137824,39,1950,591,265,1350,1.1,1025,2.1,382
3137825,40,1517,459,285,861,1.1,823,2.2,444
3137826,40,1842,441,310,1052,1.1,1005,2.3,379
3137827,35,2084,404,94,857,1.1,645,2.4,403
3137828,49,2171,463,230,1319,1,714,1.7,335
3137901,50,1157,592,250,1428,1.1,880,2,460
3137902,46,2059,626,270,1331,1.1,1019,2,218
3137903,35,1950,709,395,1963,1.1,1779,3,492
3137904,35,1950,547,310,1328,1.1,1258,2.7,290
3137905,39,1156,521,273,1345,1.1,1011,2.4,542
3137906,36,1520,612,330,1275,1,1180,2.4,584
3137907,45,1840,354,120,769,1.1,650,2.3,563
3137908,38,2167,398,325,1265,1.1,1029,2.9,215
3137909,40,1500,475,260,1375,1,978,2,450
3137910,51,2167,546,285,993,1,790,1.7,619
3137911,41,1491,647,300,1197,1.1,850,1.7,856
3137912,43,1675,445,250,1333,1.1,787,2.1,206
3137913,50,1180,423,280,1019,1.1,653,1.8,523
3137914,51,1642,512,260,978,1,679,1.7,258
3137915,42,1408,406,325,887,1.1,805,2.3,578
3137916,47,1930,504,195,1125,1,912,2.4,523
3137917,37,1559,628,323,1178,1.1,1042,2.6,285
3137918,51,1200,463,250,1101,1.1,747,1.9,534
3137920,44,1733,474,320,1267,1.1,1044,2.7,404
3137921,48,1300,560,290,1550,1.1,928,2.1,275
3137922,51,1970,492,240,949,1,733,2,434
3137923,38,1846,549,250,1239,1.1,1078,2.5,274
3137924,46,1733,468,250,1019,1.1,756,2,383
3138001,38,1733,507,300,1138,1.2,1042,2.9,763
3138002,34,1896,611,370,1426,1,1442,3,467
3138003,35,2209,543,330,1244,1,1185,2.7,478
3138004,28,1907,654,360,1336,1.1,1382,3.1,264
3138005,37,1997,573,370,1550,1,1423,2.9,0
3138006,34,1300,380,150,974,1.1,768,2.9,466
3138007,32,2160,420,200,912,1.1,989,2.6,390
3138008,61,1625,411,280,1178,1.1,747,2,400
3138009,38,1539,418,340,976,1,961,2.6,334
3138010,34,1250,394,145,1050,1.1,900,2.7,371
3138011,41,1915,447,280,1024,1.1,916,2.5,288
3138012,42,1517,522,305,1336,1.1,1281,2.8,264
3138013,34,1647,531,290,1214,1.1,974,2.6,429
3138014,26,2080,611,320,1077,1.1,1145,2.8,350
3138015,37,1863,473,290,1375,1,1166,2.9,479
3138016,36,1647,532,290,1333,1.1,1343,2.8,469
3138017,59,1679,434,217,1228,1,762,2.1,464
3138018,41,1733,630,318,1517,1.1,1403,2.8,400
3138019,34,1818,552,340,1292,1.1,1232,3,8
3138020,48,867,560,270,1125,1,762,2.1,523
3138021,44,2167,520,310,1304,1,985,2.4,308
3138022,40,2167,617,335,1485,1,1791,3.2,350
3138023,34,1300,523,285,1100,1.1,982,2.5,389
3138024,41,1777,536,320,1221,1.2,1201,2.7,451
3138025,34,1625,526,350,1666,1.1,1231,2.8,372
3138026,32,1473,440,325,869,1.1,718,2.3,607
3138027,38,1387,475,305,1307,1.1,1008,2.8,508
3138028,40,1600,518,310,1437,1,1187,2.7,567
3138029,34,1767,388,167,1045,1.1,1009,2.8,308
3138030,37,1408,441,270,936,1.1,872,2.4,576
3138031,56,1155,418,260,1187,1,654,1.9,153
3138032,40,1717,496,205,1031,1.1,806,2.4,505
3138033,61,1558,381,290,924,1,1012,2.7,517
3138034,37,1517,386,175,860,1.1,808,2.4,364
3138035,41,1717,523,300,1240,1,1208,2.6,412
3138036,46,1500,561,123,1287,1,1036,2.2,278
3138038,51,1600,514,265,1218,1,937,2.2,12
3138041,25,1800,458,360,1312,1.1,1208,3.1,386
3138042,24,1300,650,370,1333,1,1266,3.1,241
3138101,49,2450,637,225,1437,1.2,1100,2.1,485
3138102,56,2017,608,230,1750,1.1,900,1.9,88
3138103,39,2000,624,320,1774,1.1,1156,2.8,552
3138104,46,2167,521,250,1465,1,1241,2.4,251
3138105,41,1517,663,350,1604,1.1,1555,2.8,597
3138106,39,1717,581,340,1680,1.1,1240,3,481
3138107,36,1539,572,320,1437,1.1,1431,3,341
3138108,51,1647,468,322,1462,1,833,2.1,508
3138109,81,1840,378,650,744,1,537,1.7,534
3138110,46,2500,752,400,2573,1,2227,2.7,369
3138111,54,1613,527,320,1607,1,1138,2.6,364
3138112,34,2292,820,575,2538,1,2616,3.3,604
3138113,48,2383,640,385,1937,1,1890,2.9,480
3138114,46,2600,647,508,1777,1,1888,2.8,373
3138115,47,2000,660,0,2374,1,2036,3,269
3138116,42,1900,619,550,2250,1,2615,3.2,384
3138117,43,2600,779,650,2461,1,2513,3.2,358
3138118,56,1500,733,420,1750,1,1307,2.1,446
3138119,45,2200,615,355,1729,1,1182,2.7,403
3138120,41,1688,524,300,1468,1.1,850,2.2,542
3138121,47,2080,608,285,1539,1.1,943,2.1,471
