SA1_MAINCODE_2011,SA1_7DIGITCODE_2011,,,,,
10201104216,1104216,,,,,
10201104217,1104217,,,,,
10201104218,1104218,,,,,
10201104219,1104219,,,,,
10201104220,1104220,,,,,
10201104221,1104221,,,,,
10201104222,1104222,,,,,
10201104223,1104223,,,,,
10201104224,1104224,,,,,
10201104225,1104225,,,,,
10201104226,1104226,,,,,
10201104227,1104227,,,,,
10201104228,1104228,,,,,
10201104229,1104229,,,,,
10201104230,1104230,,,,,
10201104231,1104231,,,,,
10201104232,1104232,,,,,
10201104233,1104233,,,,,
10201104301,1104301,,,,,
10201104302,1104302,,,,,
10201104303,1104303,,,,,
10201104304,1104304,,,,,
10201104305,1104305,,,,,
10201104306,1104306,,,,,
10201104307,1104307,,,,,
10201104308,1104308,,,,,
10201104309,1104309,,,,,
10201104310,1104310,,,,,
10201104311,1104311,,,,,
10201104312,1104312,,,,,
10201104313,1104313,,,,,
10201104314,1104314,,,,,
10201104315,1104315,,,,,
10201104316,1104316,,,,,
10201104317,1104317,,,,,
10201104318,1104318,,,,,
10201104319,1104319,,,,,
10201104320,1104320,,,,,
10201104321,1104321,,,,,
10201104322,1104322,,,,,
10201104323,1104323,,,,,
10201104324,1104324,,,,,
10201104325,1104325,,,,,
10201104326,1104326,,,,,
10201104327,1104327,,,,,
10201104328,1104328,,,,,
10201104329,1104329,,,,,
10201104330,1104330,,,,,
10202104401,1104401,,,,,
10202104402,1104402,,,,,
10202104403,1104403,,,,,
10202104404,1104404,,,,,
10202104405,1104405,,,,,
10202104406,1104406,,,,,
10202104407,1104407,,,,,
10202104408,1104408,,,,,
10202104409,1104409,,,,,
10202104410,1104410,,,,,
10202104411,1104411,,,,,
10202104412,1104412,,,,,
10202104413,1104413,,,,,
10202104414,1104414,,,,,
10202104415,1104415,,,,,
10202104416,1104416,,,,,
10202104417,1104417,,,,,
10202104418,1104418,,,,,
10202104419,1104419,,,,,
10202104420,1104420,,,,,
10202104421,1104421,,,,,
10202104422,1104422,,,,,
10202104423,1104423,,,,,
10202104424,1104424,,,,,
10202104425,1104425,,,,,
10202104426,1104426,,,,,
10202104427,1104427,,,,,
10202104428,1104428,,,,,
10202104429,1104429,,,,,
10202104430,1104430,,,,,
10202104431,1104431,,,,,
10202104432,1104432,,,,,
10202104433,1104433,,,,,
10202104434,1104434,,,,,
10202104435,1104435,,,,,
10202104436,1104436,,,,,
10202104437,1104437,,,,,
10202104438,1104438,,,,,
10202104439,1104439,,,,,
10202104440,1104440,,,,,
10202104441,1104441,,,,,
10202104442,1104442,,,,,
10202104443,1104443,,,,,
10202104444,1104444,,,,,
10202104445,1104445,,,,,
10202104446,1104446,,,,,
10202104447,1104447,,,,,
10202104448,1104448,,,,,
10202104449,1104449,,,,,
10202104450,1104450,,,,,
10202104451,1104451,,,,,
10202104452,1104452,,,,,
10202104453,1104453,,,,,
10202104454,1104454,,,,,
10202104455,1104455,,,,,
10202104456,1104456,,,,,
10202104457,1104457,,,,,
10202104458,1104458,,,,,
10202104459,1104459,,,,,
10202104501,1104501,,,,,
10202104502,1104502,,,,,
10202104503,1104503,,,,,
10202104504,1104504,,,,,
10202104505,1104505,,,,,
10202104506,1104506,,,,,
10202104507,1104507,,,,,
10202104508,1104508,,,,,
10202104509,1104509,,,,,
10202104510,1104510,,,,,
10202104511,1104511,,,,,
10202104512,1104512,,,,,
10202104513,1104513,,,,,
10202104514,1104514,,,,,
10202104515,1104515,,,,,
10202104516,1104516,,,,,
10202104517,1104517,,,,,
10202104518,1104518,,,,,
10202104519,1104519,,,,,
10202104520,1104520,,,,,
10202104521,1104521,,,,,
10202104522,1104522,,,,,
10202104523,1104523,,,,,
10202104524,1104524,,,,,
10202104601,1104601,,,,,
10202104602,1104602,,,,,
10202104603,1104603,,,,,
10202104604,1104604,,,,,
10202104605,1104605,,,,,
10202104606,1104606,,,,,
10202104607,1104607,,,,,
10202104608,1104608,,,,,
10202104609,1104609,,,,,
10202104610,1104610,,,,,
10202104611,1104611,,,,,
10202104612,1104612,,,,,
10202104613,1104613,,,,,
10202104614,1104614,,,,,
10202104615,1104615,,,,,
10202104616,1104616,,,,,
10202104617,1104617,,,,,
10202104618,1104618,,,,,
10202104619,1104619,,,,,
10202104620,1104620,,,,,
10202104621,1104621,,,,,
10202104622,1104622,,,,,
10202104623,1104623,,,,,
10202104624,1104624,,,,,
10202104625,1104625,,,,,
10202104701,1104701,,,,,
10202104702,1104702,,,,,
10202104703,1104703,,,,,
10202104704,1104704,,,,,
10202104705,1104705,,,,,
10202104706,1104706,,,,,
10202104707,1104707,,,,,
10202104708,1104708,,,,,
10202104709,1104709,,,,,
10202104710,1104710,,,,,
10202104711,1104711,,,,,
10202104712,1104712,,,,,
10202104713,1104713,,,,,
10202104714,1104714,,,,,
10202104715,1104715,,,,,
10202104716,1104716,,,,,
10202104717,1104717,,,,,
10202104718,1104718,,,,,
10202104719,1104719,,,,,
10202104720,1104720,,,,,
10202104721,1104721,,,,,
10202104722,1104722,,,,,
10202104723,1104723,,,,,
10202104724,1104724,,,,,
10202104725,1104725,,,,,
10202104726,1104726,,,,,
10202104727,1104727,,,,,
10202104728,1104728,,,,,
10202104729,1104729,,,,,
10202104730,1104730,,,,,
10202104731,1104731,,,,,
10202104732,1104732,,,,,
10202104733,1104733,,,,,
10202104734,1104734,,,,,
10202104735,1104735,,,,,
10202104736,1104736,,,,,
10202104737,1104737,,,,,
10202104801,1104801,,,,,
10202104802,1104802,,,,,
10202104803,1104803,,,,,
10202104804,1104804,,,,,
10202104805,1104805,,,,,
10202104806,1104806,,,,,
10202104807,1104807,,,,,
10202104808,1104808,,,,,
10202104809,1104809,,,,,
10202104810,1104810,,,,,
10202104811,1104811,,,,,
10202104812,1104812,,,,,
10202104813,1104813,,,,,
10202104814,1104814,,,,,
10202104815,1104815,,,,,
10202104816,1104816,,,,,
10202104817,1104817,,,,,
10202104818,1104818,,,,,
10202104819,1104819,,,,,
10202104820,1104820,,,,,
10202104821,1104821,,,,,
10202104822,1104822,,,,,
10202104823,1104823,,,,,
10202104824,1104824,,,,,
10202104825,1104825,,,,,
10202104826,1104826,,,,,
10202104827,1104827,,,,,
10202104828,1104828,,,,,
10202104829,1104829,,,,,
10202104830,1104830,,,,,
10202104831,1104831,,,,,
10202104832,1104832,,,,,
10202104833,1104833,,,,,
10202104834,1104834,,,,,
10202104835,1104835,,,,,
10202104836,1104836,,,,,
10202104837,1104837,,,,,
10202104838,1104838,,,,,
10202104839,1104839,,,,,
10202104840,1104840,,,,,
10202104841,1104841,,,,,
10202104842,1104842,,,,,
10202104843,1104843,,,,,
10202104844,1104844,,,,,
10202104845,1104845,,,,,
10202104846,1104846,,,,,
10202104847,1104847,,,,,
10202104901,1104901,,,,,
10202104902,1104902,,,,,
10202104903,1104903,,,,,
10202104904,1104904,,,,,
10202104905,1104905,,,,,
10202104906,1104906,,,,,
10202104907,1104907,,,,,
10202104908,1104908,,,,,
10202104909,1104909,,,,,
10202104910,1104910,,,,,
10202105001,1105001,,,,,
10202105002,1105002,,,,,
10202105003,1105003,,,,,
10202105004,1105004,,,,,
10202105005,1105005,,,,,
10202105006,1105006,,,,,
10202105007,1105007,,,,,
10202105008,1105008,,,,,
10202105009,1105009,,,,,
10202105010,1105010,,,,,
10202105011,1105011,,,,,
10202105012,1105012,,,,,
10202105013,1105013,,,,,
10202105014,1105014,,,,,
10202105014,1105014,,,,,
10202105015,1105015,,,,,
10202105016,1105016,,,,,
10202105017,1105017,,,,,
10202105018,1105018,,,,,
10202105019,1105019,,,,,
10202105020,1105020,,,,,
10202105021,1105021,,,,,
10202105022,1105022,,,,,
10202105023,1105023,,,,,
10202105024,1105024,,,,,
10202105025,1105025,,,,,
10202105026,1105026,,,,,
10202105101,1105101,,,,,
10202105102,1105102,,,,,
10202105103,1105103,,,,,
10202105104,1105104,,,,,
10202105105,1105105,,,,,
10202105106,1105106,,,,,
10202105107,1105107,,,,,
10202105108,1105108,,,,,
10202105109,1105109,,,,,
10202105110,1105110,,,,,
10202105111,1105111,,,,,
10202105112,1105112,,,,,
10202105113,1105113,,,,,
10202105114,1105114,,,,,
10202105115,1105115,,,,,
10202105116,1105116,,,,,
10202105201,1105201,,,,,
10202105202,1105202,,,,,
10202105203,1105203,,,,,
10202105204,1105204,,,,,
10202105205,1105205,,,,,
10202105206,1105206,,,,,
10202105207,1105207,,,,,
10202105208,1105208,,,,,
10202105209,1105209,,,,,
10202105210,1105210,,,,,
10202105211,1105211,,,,,
10202105212,1105212,,,,,
10202105213,1105213,,,,,
10202105214,1105214,,,,,
10202105215,1105215,,,,,
10202105216,1105216,,,,,
10202105301,1105301,,,,,
10202105302,1105302,,,,,
10202105303,1105303,,,,,
10202105304,1105304,,,,,
10202105305,1105305,,,,,
10202105306,1105306,,,,,
10202105307,1105307,,,,,
10202105308,1105308,,,,,
10202105309,1105309,,,,,
10202105310,1105310,,,,,
10202105311,1105311,,,,,
10202105312,1105312,,,,,
10202105313,1105313,,,,,
10202105314,1105314,,,,,
10202105315,1105315,,,,,
10202105316,1105316,,,,,
10202105317,1105317,,,,,
10202105318,1105318,,,,,
10202105319,1105319,,,,,
10202105320,1105320,,,,,
10202105321,1105321,,,,,
10202105322,1105322,,,,,
10202105323,1105323,,,,,
10202105324,1105324,,,,,
10202105325,1105325,,,,,
10202105326,1105326,,,,,
10202105327,1105327,,,,,
10202105328,1105328,,,,,
10202105329,1105329,,,,,
10202105330,1105330,,,,,
10202105331,1105331,,,,,
10202105332,1105332,,,,,
10202105333,1105333,,,,,
10202105334,1105334,,,,,
10202105335,1105335,,,,,
10202105336,1105336,,,,,
10202105337,1105337,,,,,
10202105401,1105401,,,,,
10202105402,1105402,,,,,
10202105403,1105403,,,,,
10202105404,1105404,,,,,
10202105405,1105405,,,,,
10202105406,1105406,,,,,
10202105407,1105407,,,,,
10202105408,1105408,,,,,
10202105409,1105409,,,,,
10202105410,1105410,,,,,
10202105411,1105411,,,,,
10202105412,1105412,,,,,
10202105413,1105413,,,,,
10202105414,1105414,,,,,
10202105415,1105415,,,,,
10202105416,1105416,,,,,
10202105417,1105417,,,,,
10202105418,1105418,,,,,
10202105419,1105419,,,,,
10202105420,1105420,,,,,
10202105421,1105421,,,,,
10202105422,1105422,,,,,
10202105423,1105423,,,,,
10202105424,1105424,,,,,
10202105501,1105501,,,,,
10202105502,1105502,,,,,
10202105503,1105503,,,,,
10202105504,1105504,,,,,
10202105505,1105505,,,,,
10202105506,1105506,,,,,
10202105507,1105507,,,,,
10202105508,1105508,,,,,
10202105509,1105509,,,,,
10202105510,1105510,,,,,
10202105511,1105511,,,,,
10202105512,1105512,,,,,
10202105513,1105513,,,,,
10202105514,1105514,,,,,
10202105601,1105601,,,,,
10202105602,1105602,,,,,
10202105603,1105603,,,,,
10202105604,1105604,,,,,
10202105605,1105605,,,,,
10202105606,1105606,,,,,
10202105607,1105607,,,,,
10202105608,1105608,,,,,
10202105609,1105609,,,,,
10202105610,1105610,,,,,
10202105611,1105611,,,,,
10202105612,1105612,,,,,
10202105613,1105613,,,,,
10202105614,1105614,,,,,
10202105615,1105615,,,,,
10202105616,1105616,,,,,
10202105617,1105617,,,,,
10202105618,1105618,,,,,
10202105619,1105619,,,,,
10202105620,1105620,,,,,
10202105621,1105621,,,,,
10202105622,1105622,,,,,
10202105623,1105623,,,,,
10202105624,1105624,,,,,
10202105625,1105625,,,,,
10202105626,1105626,,,,,
10202105627,1105627,,,,,
10202105701,1105701,,,,,
10202105702,1105702,,,,,
10202105703,1105703,,,,,
10202105704,1105704,,,,,
10202105705,1105705,,,,,
10202105706,1105706,,,,,
10202105707,1105707,,,,,
10202105708,1105708,,,,,
10202105709,1105709,,,,,
10202105710,1105710,,,,,
10202105711,1105711,,,,,
10202105712,1105712,,,,,
10202105713,1105713,,,,,
10202105714,1105714,,,,,
10202105715,1105715,,,,,
10202105716,1105716,,,,,
10202105717,1105717,,,,,
10202105718,1105718,,,,,
10202105719,1105719,,,,,
10202105720,1105720,,,,,
10301105801,1105801,,,,,
10301105802,1105802,,,,,
10301105803,1105803,,,,,
10301105804,1105804,,,,,
10301105805,1105805,,,,,
10301105806,1105806,,,,,
10301105807,1105807,,,,,
10301105808,1105808,,,,,
10301105809,1105809,,,,,
10301105810,1105810,,,,,
10301105811,1105811,,,,,
10301105812,1105812,,,,,
10301105813,1105813,,,,,
10301105814,1105814,,,,,
10301105815,1105815,,,,,
10301105816,1105816,,,,,
10301105817,1105817,,,,,
10301105818,1105818,,,,,
10301105819,1105819,,,,,
10301105820,1105820,,,,,
10301105821,1105821,,,,,
10301105822,1105822,,,,,
10301105823,1105823,,,,,
10301105824,1105824,,,,,
10301105825,1105825,,,,,
10301105826,1105826,,,,,
10301105827,1105827,,,,,
10301105828,1105828,,,,,
10301105829,1105829,,,,,
10301105830,1105830,,,,,
10301105831,1105831,,,,,
10301105832,1105832,,,,,
10301105833,1105833,,,,,
10301105834,1105834,,,,,
10301105835,1105835,,,,,
10301105836,1105836,,,,,
10301105837,1105837,,,,,
10301105838,1105838,,,,,
10301105839,1105839,,,,,
10301105840,1105840,,,,,
10301105841,1105841,,,,,
10301105842,1105842,,,,,
10301105843,1105843,,,,,
10301105844,1105844,,,,,
10301105845,1105845,,,,,
10301105846,1105846,,,,,
10301105847,1105847,,,,,
10301105848,1105848,,,,,
10301105849,1105849,,,,,
10301105850,1105850,,,,,
10301105851,1105851,,,,,
10301105852,1105852,,,,,
10301105853,1105853,,,,,
10301105854,1105854,,,,,
10301105855,1105855,,,,,
10301105856,1105856,,,,,
10301105857,1105857,,,,,
10301105901,1105901,,,,,
10301105902,1105902,,,,,
10301105903,1105903,,,,,
10301105904,1105904,,,,,
10301105905,1105905,,,,,
10301105906,1105906,,,,,
10301105907,1105907,,,,,
10301105908,1105908,,,,,
10301105909,1105909,,,,,
10301105910,1105910,,,,,
10301105911,1105911,,,,,
10301105912,1105912,,,,,
10301105913,1105913,,,,,
10301105914,1105914,,,,,
10301105915,1105915,,,,,
10301105916,1105916,,,,,
10301105917,1105917,,,,,
10301105918,1105918,,,,,
10301105919,1105919,,,,,
10301105920,1105920,,,,,
10301105921,1105921,,,,,
10301105922,1105922,,,,,
10301105923,1105923,,,,,
10301106001,1106001,,,,,
10301106002,1106002,,,,,
10301106003,1106003,,,,,
10301106004,1106004,,,,,
10301106005,1106005,,,,,
10301106006,1106006,,,,,
10301106007,1106007,,,,,
10301106008,1106008,,,,,
10301106009,1106009,,,,,
10301106010,1106010,,,,,
10301106011,1106011,,,,,
10301106012,1106012,,,,,
10301106013,1106013,,,,,
10301106014,1106014,,,,,
10301106015,1106015,,,,,
10301106016,1106016,,,,,
10301106017,1106017,,,,,
10301106018,1106018,,,,,
10301106018,1106018,,,,,
10301106019,1106019,,,,,
10301106020,1106020,,,,,
10301106021,1106021,,,,,
10301106101,1106101,,,,,
10301106102,1106102,,,,,
10301106103,1106103,,,,,
10301106104,1106104,,,,,
10301106105,1106105,,,,,
10301106106,1106106,,,,,
10301106107,1106107,,,,,
10301106108,1106108,,,,,
10301106109,1106109,,,,,
10301106110,1106110,,,,,
10301106111,1106111,,,,,
10301106112,1106112,,,,,
10301106113,1106113,,,,,
10301106114,1106114,,,,,
10301106115,1106115,,,,,
10301106116,1106116,,,,,
10302106201,1106201,,,,,
10302106202,1106202,,,,,
10302106203,1106203,,,,,
10302106204,1106204,,,,,
10302106205,1106205,,,,,
10302106206,1106206,,,,,
10302106207,1106207,,,,,
10302106208,1106208,,,,,
10302106209,1106209,,,,,
10302106210,1106210,,,,,
10302106211,1106211,,,,,
10302106212,1106212,,,,,
10302106213,1106213,,,,,
10302106214,1106214,,,,,
10302106215,1106215,,,,,
10302106216,1106216,,,,,
10302106217,1106217,,,,,
10302106218,1106218,,,,,
10302106219,1106219,,,,,
10302106220,1106220,,,,,
10302106221,1106221,,,,,
10302106222,1106222,,,,,
10302106223,1106223,,,,,
10302106224,1106224,,,,,
10302106225,1106225,,,,,
10302106301,1106301,,,,,
10302106302,1106302,,,,,
10302106303,1106303,,,,,
10302106304,1106304,,,,,
10302106305,1106305,,,,,
10302106306,1106306,,,,,
10302106307,1106307,,,,,
10302106308,1106308,,,,,
10302106309,1106309,,,,,
10302106310,1106310,,,,,
10302106311,1106311,,,,,
10302106312,1106312,,,,,
10302106313,1106313,,,,,
10302106314,1106314,,,,,
10302106315,1106315,,,,,
10302106316,1106316,,,,,
10302106317,1106317,,,,,
10302106318,1106318,,,,,
10302106319,1106319,,,,,
10302106320,1106320,,,,,
10302106321,1106321,,,,,
10302106322,1106322,,,,,
10302106323,1106323,,,,,
10302106324,1106324,,,,,
10302106325,1106325,,,,,
10302106326,1106326,,,,,
10302106327,1106327,,,,,
10302106328,1106328,,,,,
10302106329,1106329,,,,,
10302106401,1106401,,,,,
10302106402,1106402,,,,,
10302106403,1106403,,,,,
10302106404,1106404,,,,,
10302106405,1106405,,,,,
10302106406,1106406,,,,,
10302106407,1106407,,,,,
10302106408,1106408,,,,,
10302106409,1106409,,,,,
10302106410,1106410,,,,,
10302106411,1106411,,,,,
10302106412,1106412,,,,,
10302106413,1106413,,,,,
10302106414,1106414,,,,,
10302106415,1106415,,,,,
10302106416,1106416,,,,,
10302106417,1106417,,,,,
10302106418,1106418,,,,,
10302106501,1106501,,,,,
10302106502,1106502,,,,,
10302106503,1106503,,,,,
10302106504,1106504,,,,,
10302106505,1106505,,,,,
10302106506,1106506,,,,,
10302106507,1106507,,,,,
10302106508,1106508,,,,,
10302106509,1106509,,,,,
10302106510,1106510,,,,,
10302106511,1106511,,,,,
10302106512,1106512,,,,,
10302106513,1106513,,,,,
10302106514,1106514,,,,,
10302106515,1106515,,,,,
10302106516,1106516,,,,,
10302106517,1106517,,,,,
10302106518,1106518,,,,,
10302106519,1106519,,,,,
10302106520,1106520,,,,,
10302106521,1106521,,,,,
10302106522,1106522,,,,,
10302106523,1106523,,,,,
10302106524,1106524,,,,,
10302106525,1106525,,,,,
10302106526,1106526,,,,,
10302106527,1106527,,,,,
10302106528,1106528,,,,,
10302106529,1106529,,,,,
10302106601,1106601,,,,,
10302106602,1106602,,,,,
10302106603,1106603,,,,,
10302106604,1106604,,,,,
10302106605,1106605,,,,,
10302106606,1106606,,,,,
10302106607,1106607,,,,,
10302106608,1106608,,,,,
10302106609,1106609,,,,,
10302106610,1106610,,,,,
10302106611,1106611,,,,,
10302106612,1106612,,,,,
10302106613,1106613,,,,,
10302106701,1106701,,,,,
10302106702,1106702,,,,,
10302106703,1106703,,,,,
10302106704,1106704,,,,,
10302106705,1106705,,,,,
10302106706,1106706,,,,,
10302106707,1106707,,,,,
10302106708,1106708,,,,,
10302106709,1106709,,,,,
10302106710,1106710,,,,,
10302106711,1106711,,,,,
10302106712,1106712,,,,,
10302106713,1106713,,,,,
10302106714,1106714,,,,,
10302106715,1106715,,,,,
10302106716,1106716,,,,,
10302106717,1106717,,,,,
10302106718,1106718,,,,,
10302106719,1106719,,,,,
10302106720,1106720,,,,,
10302106721,1106721,,,,,
10302106722,1106722,,,,,
10302106723,1106723,,,,,
10302106724,1106724,,,,,
10302106725,1106725,,,,,
10302106726,1106726,,,,,
10302106727,1106727,,,,,
10302106728,1106728,,,,,
10302106729,1106729,,,,,
10302106801,1106801,,,,,
10302106802,1106802,,,,,
10302106803,1106803,,,,,
10302106804,1106804,,,,,
10302106805,1106805,,,,,
10302106806,1106806,,,,,
10302106807,1106807,,,,,
10302106808,1106808,,,,,
10302106809,1106809,,,,,
10302106810,1106810,,,,,
10302106811,1106811,,,,,
10302106901,1106901,,,,,
10302106902,1106902,,,,,
10302106903,1106903,,,,,
10302106904,1106904,,,,,
10302106905,1106905,,,,,
10302106906,1106906,,,,,
10302106907,1106907,,,,,
10302106908,1106908,,,,,
10302106909,1106909,,,,,
10302106910,1106910,,,,,
10302106911,1106911,,,,,
10302106912,1106912,,,,,
10302106913,1106913,,,,,
10302106914,1106914,,,,,
10302106915,1106915,,,,,
10302106916,1106916,,,,,
10302106917,1106917,,,,,
10302106918,1106918,,,,,
10302106919,1106919,,,,,
10303107001,1107001,,,,,
10303107002,1107002,,,,,
10303107003,1107003,,,,,
10303107004,1107004,,,,,
10303107005,1107005,,,,,
10303107006,1107006,,,,,
10303107007,1107007,,,,,
10303107008,1107008,,,,,
10303107009,1107009,,,,,
10303107010,1107010,,,,,
10303107011,1107011,,,,,
10303107012,1107012,,,,,
10303107013,1107013,,,,,
10303107014,1107014,,,,,
10303107015,1107015,,,,,
10303107016,1107016,,,,,
10303107017,1107017,,,,,
10303107018,1107018,,,,,
10303107019,1107019,,,,,
10303107020,1107020,,,,,
10303107021,1107021,,,,,
10303107022,1107022,,,,,
10303107023,1107023,,,,,
10303107024,1107024,,,,,
10303107025,1107025,,,,,
10303107026,1107026,,,,,
